seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
2622,1,1,1,285,0,1120,0,1,5.0,1,2.0,91.0,0.0,,,,,1,1,1,21.0,17.0,0,6848,0,7595,0,2762.43,250.0,0.0,178.284,1.0,1,27,1,1,0,29.0,40.6,2,360,,250.0,2,0,0,N,0,0,4.0,697.245,3.2,0,0,1,1,0,16.0,191.2606,0,0
2623,1,1,1,148,1,1120,0,1,8.0,1,4.0,60.0,,,1.0,,,1,0,0,8.0,2.0,0,4500,0,5000,0,1445.0,147.9,27.735,10.248,2.0,1,17,2,1,0,30.8,41.2,2,360,,147.9,1,0,0,N,0,0,2.0,34.02,2.0,0,0,1,0,0,16.0,258.5807,0,0
2624,1,1,1,128,1,1120,0,1,5.0,1,2.0,999999.4,,,1.0,,,1,1,1,8.0,8.0,0,1792,2565,1792,2565,1363.19,135.0,0.0,11.822,3.0,1,16,2,2,0,26.5,30.0,2,360,,135.0,2,0,0,N,0,0,2.0,47.712,3.2,0,0,1,1,0,10.0,226.4532,0,0
2625,1,1,1,187,0,1120,0,1,5.0,1,2.0,144.0,1.0,,,,,1,1,0,26.0,6.0,0,7500,4467,7500,4467,1960.45,235.0,0.0,45.581,3.0,1,29,2,1,0,16.4,34.8,2,360,,240.0,2,0,0,Y,0,0,2.0,234.755,3.2,0,1,1,1,1,22.0,177.0693,0,0
2626,1,1,1,131,0,1120,0,1,8.0,1,4.0,53.0,1.0,,,,,1,0,0,16.0,1.0,0,4167,0,4452,0,1361.79,145.0,0.0,50.925,1.0,1,13,1,1,0,27.2,32.5,2,360,,145.0,1,1,0,N,0,0,3.0,166.742,4.3,0,1,1,1,0,16.0,193.3211,0,0
2627,1,1,1,240,0,1120,0,0,3.0,1,2.0,105.0,0.0,,,,,1,1,2,10.0,8.0,0,5434,3314,5434,3314,2460.98,300.0,0.0,24.613,3.0,1,16,1,3,0,28.0,35.9,1,360,,300.0,2,0,0,N,0,0,3.0,139.801,4.3,0,0,1,0,1,16.0,199.6499,0,0
2628,1,1,1,122,0,1120,0,1,5.0,1,2.0,54.0,0.0,,,,,1,1,1,8.0,8.0,0,1792,2565,1792,2565,1363.19,135.0,0.0,11.822,3.0,1,16,2,2,0,26.5,30.0,2,360,,135.0,2,1,0,Y,0,0,6.0,47.712,3.2,0,0,1,1,0,10.0,226.4532,0,0
2629,1,1,1,286,0,1120,0,1,5.0,1,2.0,130.0,0.0,,,,,1,1,1,7.0,2.0,0,7917,2917,7917,2917,2714.76,357.5,0.0,557.0,1.0,1,19,2,1,0,18.5,26.7,2,360,,360.0,2,0,0,N,0,0,2.0,555.7,3.2,0,0,1,0,0,20.0,383.8923,0,0
2630,1,1,1,82,0,1120,0,1,8.0,0,4.0,37.0,1.0,,,,,1,0,0,10.0,2.0,0,3117,0,3117,0,966.51,103.0,0.0,35.206,1.0,1,10,2,1,0,31.0,33.0,1,360,,105.0,1,0,0,N,0,0,3.0,123.235,2.0,0,1,1,1,0,16.0,237.5993,0,0
2631,1,1,1,390,0,1120,0,1,5.0,1,2.0,162.0,0.0,,,,,1,1,3,18.0,12.0,0,11247,0,13518,0,3659.8,488.0,0.0,138.751,3.0,1,29,1,5,0,22.5,30.5,2,360,,570.0,2,0,0,N,0,0,3.0,390.055,2.0,0,0,1,1,0,16.0,258.5807,0,0
2633,1,1,1,131,0,1120,0,1,5.0,1,2.0,62.0,1.0,,,,,1,0,0,5.0,1.0,1,2235,2842,2235,2972,1553.93,146.0,0.0,42.172,3.0,1,39,2,1,0,28.0,32.0,2,360,,150.0,1,1,0,N,0,0,2.0,99.243,3.2,0,0,1,0,1,16.0,193.6863,0,0
2634,1,1,1,148,0,1120,0,1,5.0,1,2.0,79.0,1.0,,,,,1,1,0,9.0,3.0,0,3748,2708,3873,2708,1605.6,156.0,0.0,19.286,1.0,1,27,2,1,0,25.0,37.0,2,360,,157.0,2,1,0,N,0,0,2.0,60.068,10.6,0,0,1,0,0,16.0,226.4532,0,0
2637,1,1,1,180,0,1120,0,1,5.0,1,2.0,120.0,1.0,,,,,1,1,0,3.0,3.0,1,9963,0,9963,0,2036.46,240.0,0.0,81.299,1.0,1,37,2,1,0,20.4,24.4,1,360,,260.0,2,0,0,N,0,0,2.0,190.094,4.3,0,0,1,0,0,16.0,198.0045,0,0
2638,1,1,1,250,0,1120,0,1,5.0,1,2.0,96.0,0.0,,,,,1,1,2,7.0,1.0,0,2792,0,7967,0,2355.42,330.0,0.0,55.857,3.0,1,24,1,1,0,30.0,32.4,2,360,,335.0,2,0,0,N,0,0,2.0,335.26,4.3,0,0,1,0,0,16.0,383.8923,0,0
2640,1,1,1,146,1,1120,0,0,3.0,1,2.0,58.0,,,3.0,,,1,1,1,17.0,17.0,0,2787,1917,2787,1917,1373.41,162.0,0.0,18.5,2.0,0,30,2,6,1,29.2,35.0,1,360,,165.0,2,0,0,N,0,0,2.0,73.143,3.2,0,0,0,1,1,18.0,224.8014,0,0
2641,1,1,1,276,0,1120,0,1,5.0,1,1.0,199.0,0.0,,,,,1,1,0,14.0,1.0,0,13333,0,16560,0,2657.43,315.0,0.0,376.506,2.0,1,25,2,2,0,14.0,38.0,2,360,,355.0,2,0,0,N,0,0,2.0,501.992,4.3,0,0,1,1,0,19.0,383.8923,0,0
2642,1,1,1,106,0,1120,0,1,5.0,0,1.0,74.0,0.0,,,,,1,0,0,12.0,12.0,0,3397,2637,3529,2637,1211.83,117.5,0.0,17.058,3.0,1,7,2,1,0,19.7,24.0,2,360,,122.0,1,1,0,Y,0,0,2.0,20.69,1.8,0,0,1,0,1,16.0,193.6863,0,0
2643,1,1,1,137,0,1120,0,1,5.0,1,2.0,79.0,0.0,,,,,1,1,1,6.0,6.0,0,6608,0,6608,0,1684.44,180.0,0.0,44.427,1.0,1,34,2,1,0,25.7,31.2,2,180,,171.0,2,0,0,N,0,0,2.0,-72.627,4.3,0,0,1,0,1,12.0,182.1941,0,0
2645,1,1,1,230,0,1120,0,1,5.0,1,2.0,99.0,0.0,,,,,1,1,2,10.0,1.0,0,8209,0,8209,0,2451.95,337.5,0.0,17.136,1.0,1,28,2,1,0,25.9,32.0,2,360,,340.0,2,0,0,N,0,0,2.0,155.773,3.1,0,0,1,0,0,17.0,258.5807,0,0
2647,1,1,1,89,0,1120,0,1,5.0,1,2.0,75.0,0.0,,,,,1,0,0,4.0,4.0,0,3158,3053,3158,3053,936.74,111.0,0.0,21.914,1.0,1,36,2,2,0,18.3,36.0,1,360,,112.0,2,0,0,Y,0,0,2.0,25.682,3.1,0,0,1,0,0,16.0,383.8923,0,0
2648,1,1,1,215,0,1120,0,1,5.0,1,2.0,204.0,0.0,,,,,1,1,3,17.0,17.0,1,16976,0,16976,0,2154.84,277.337,0.0,24.253,1.0,1,30,2,2,0,12.0,17.6,2,360,,320.0,2,0,0,N,0,0,2.0,912.006,3.2,0,1,1,1,0,16.0,245.7018,0,0
2649,1,1,1,106,0,1120,0,1,8.0,1,4.0,56.0,,,,,,1,0,1,2.0,2.0,1,4692,0,4692,0,1128.39,132.0,0.0,33.61,1.0,1,23,2,1,0,24.0,31.0,2,360,,132.0,2,0,0,N,0,0,2.0,23.086,10.6,0,1,1,0,0,16.0,209.7944,0,0
2650,1,1,1,124,0,1120,0,1,5.0,1,2.0,66.0,0.0,,,,,1,1,1,5.0,2.0,0,2947,2549,2947,2549,1237.88,155.0,0.0,41.571,1.0,1,13,2,1,0,23.0,27.0,2,360,,160.0,2,0,0,Y,0,0,3.0,33.311,3.2,0,1,1,0,1,16.0,238.4943,0,0
2651,1,1,1,60,1,1120,0,1,8.0,1,4.0,999999.4,,,3.0,,,1,0,0,6.0,6.0,0,1709,0,2221,0,673.0,120.0,0.0,14.6,1.0,0,4,2,6,1,30.0,30.0,2,360,,120.0,2,0,0,Y,0,0,2.0,24.633,3.1,0,0,1,0,0,14.0,258.5807,0,0
2652,1,1,1,172,1,1120,0,1,5.0,1,2.0,66.0,,,1.0,,,1,1,2,16.0,3.0,0,5500,0,5500,0,1841.0,191.0,0.0,17.0,1.0,1,38,1,2,0,21.0,41.0,2,360,,191.0,2,0,0,Y,0,0,2.0,293.691,1.8,0,0,1,1,1,18.0,198.2371,0,0
2654,1,1,1,140,0,1120,0,1,5.0,1,2.0,156.0,1.0,,,,,1,1,0,26.0,26.0,0,7185,2500,10518,2500,1588.99,340.0,0.0,239.555,1.0,1,27,2,1,0,12.0,19.0,2,360,,340.0,2,0,0,N,0,0,3.0,475.709,3.9,0,0,1,1,0,14.0,222.4111,0,0
2655,1,1,1,187,0,1120,0,1,5.0,1,2.0,141.0,0.0,,,,,1,1,2,21.0,11.0,0,7922,0,11757,0,2246.0,360.0,0.0,322.708,1.0,1,14,1,6,0,19.0,20.0,2,180,,350.0,2,0,0,N,0,0,3.0,929.741,3.2,0,0,1,1,1,25.0,583.8041,0,0
2656,1,1,1,100,0,1120,0,1,8.0,1,4.0,95.0,1.0,,,,,1,0,2,6.0,6.0,0,6013,0,7948,0,1160.49,147.5,0.0,57.876,1.0,1,8,1,1,0,14.6,40.0,2,360,,150.0,1,0,0,N,0,0,3.0,228.044,3.9,0,0,1,1,1,17.0,193.6863,0,0
2657,1,1,1,123,0,1120,0,1,5.0,1,2.0,60.0,1.0,,,,,1,0,0,6.0,1.0,0,2750,1620,2750,2253,1292.66,154.0,0.0,9.515,1.0,1,16,2,2,0,25.8,32.0,2,360,,159.0,2,0,0,Y,0,0,3.0,86.253,3.2,0,0,1,0,0,16.0,226.4532,0,0
2658,1,1,1,322,0,1120,0,1,5.0,1,2.0,122.0,0.0,,,,,1,1,0,20.0,4.0,1,6500,2083,7375,2083,3130.0,435.0,0.0,168.9,3.0,1,12,1,5,0,33.0,35.0,1,240,,435.0,2,0,0,N,0,0,3.0,705.816,3.2,0,1,1,1,0,16.0,270.7654,0,0
2659,1,1,1,120,0,1120,0,1,8.0,1,4.0,54.0,0.0,,,,,1,0,0,3.0,3.0,0,4472,0,4472,0,1186.0,168.25,0.0,15.0,3.0,1,10,2,2,0,27.0,37.0,1,360,,180.0,2,0,0,Y,0,0,2.0,16.133,3.2,0,1,1,0,0,16.0,270.7654,0,0
2660,1,1,1,373,0,1120,0,1,5.0,1,2.0,147.0,0.0,,,,,1,1,4,7.0,2.0,0,10000,0,12283,0,3630.0,394.9,0.0,59.0,3.0,1,7,1,1,0,29.0,35.0,2,360,,395.0,2,1,0,N,0,0,3.0,288.941,3.2,0,0,1,0,0,23.0,218.0959,0,0
2661,1,1,1,320,0,1120,0,1,5.0,1,2.0,220.0,0.0,,,,,1,1,3,20.0,20.0,0,14600,0,18300,0,3282.0,450.0,0.0,223.555,3.0,1,9,1,1,0,18.0,33.0,2,360,,409.0,2,0,0,N,0,0,2.0,309.316,8.9,0,0,1,1,0,14.0,250.1523,0,0
2662,1,1,1,200,0,1120,0,1,5.0,1,2.0,153.0,0.0,,,,,1,1,2,9.0,9.0,1,12700,0,12700,0,1910.0,295.0,0.0,102.829,3.0,1,9,2,1,0,15.0,15.0,1,360,,277.0,2,0,0,N,0,0,2.0,165.045,5.3,0,0,1,1,0,16.0,191.2606,0,0
2664,1,1,1,85,0,1120,0,1,5.0,1,2.0,47.0,0.0,,,,,1,1,0,22.0,12.0,0,3400,475,3400,475,845.0,153.695,0.0,94.338,3.0,1,10,1,1,0,23.0,34.0,1,360,,183.0,2,0,0,N,0,0,2.0,103.138,3.9,0,0,1,1,0,12.0,216.4179,0,0
2666,1,1,1,112,0,1120,0,1,5.0,1,1.0,80.0,0.0,,,,,1,0,3,7.0,7.0,1,3260,2427,4120,2577,1161.0,140.0,0.0,12.854,3.0,1,12,1,1,0,17.0,27.0,2,360,,157.0,2,0,0,N,0,0,2.0,151.004,3.1,0,0,1,0,0,12.0,243.7214,0,0
2667,1,1,1,200,0,1120,0,0,3.0,1,2.0,117.0,0.0,,,,,1,1,2,12.0,4.0,0,3073,6666,3073,8106,2037.0,250.0,0.0,83.5,3.0,1,26,1,5,0,18.0,34.0,2,360,,250.0,2,0,0,N,0,0,3.0,110.471,3.2,0,1,1,1,0,19.0,270.7654,0,0
2668,1,1,1,176,0,1120,0,1,5.0,1,2.0,74.0,0.0,,,,,1,1,2,13.0,1.0,0,6167,0,7708,0,1715.0,186.2,0.0,35.0,3.0,1,20,1,2,0,22.0,30.0,1,360,,274.0,2,0,0,N,0,0,3.0,65.356,3.2,0,0,1,0,0,17.0,215.6156,0,0
2669,1,1,1,140,0,1120,0,1,8.0,1,4.0,55.0,0.0,,,,,1,0,0,10.0,10.0,0,3750,0,4583,0,1484.0,175.0,0.0,35.0,3.0,1,6,2,1,0,32.0,32.0,2,8,,235.0,2,0,0,N,0,0,2.0,46.0,3.1,0,1,1,0,0,18.0,200.1977,0,0
2670,1,1,1,150,0,1120,0,1,5.0,1,2.0,34.0,3.0,,,,,1,1,2,22.0,10.0,1,2848,0,2848,0,2115.0,210.0,0.0,56.0,0.0,1,28,1,1,0,73.0,128.0,2,180,,212.0,2,0,0,N,0,0,999999.4,272.0,4.3,0,1,1,1,0,12.0,191.3909,0,0
2673,1,1,1,180,0,1120,0,1,5.0,1,2.0,157.0,3.0,,,,,1,0,0,7.0,7.0,0,4275,1197,4442,8679,1987.0,225.0,0.0,72.0,0.0,1,20,1,2,0,15.0,28.0,2,300,,226.0,2,0,0,N,0,0,999999.4,318.0,3.9,0,1,1,0,0,16.0,191.3909,0,0
2675,1,1,1,190,0,1120,0,1,5.0,1,2.0,74.0,0.0,,,,,1,1,1,10.0,10.0,1,6600,0,6700,0,1188.0,270.0,0.0,21.0,0.0,1,14,1,1,0,22.0,24.0,1,360,,270.0,2,0,0,N,0,0,1.0,217.75,10.6,0,1,1,0,0,16.0,206.7355,0,0
2678,1,1,3,120,0,1120,0,0,8.0,0,4.0,65.0,0.0,,,,,1,0,0,12.0,6.0,0,3775,0,5317,0,1281.0,150.0,0.0,72.915,0.0,1,10,2,1,0,24.0,24.0,1,360,,150.0,2,0,0,N,0,0,1.0,467.848,4.3,0,0,1,1,1,24.0,217.2816,1,0
2680,1,1,1,980,0,1120,0,1,5.0,1,2.0,250.0,0.0,,,,,2,1,0,1.0,1.0,0,16666,2916,16666,2916,7535.0,760.0,250.0,256.0,0.0,1,17,1,1,0,36.0,38.0,1,360,,950.0,2,0,0,N,0,0,1.0,459.0,3.2,0,0,1,2,0,14.0,233.3703,0,0
2684,1,1,1,99,0,1120,0,0,3.0,1,2.0,37.0,0.0,,,,,1,1,3,22.0,22.0,0,3029,0,3029,0,779.0,110.0,0.0,13.5,0.0,1,10,2,1,0,26.0,32.0,1,360,,110.0,1,0,0,N,0,0,1.0,61.161,3.9,0,1,1,1,1,16.0,238.4943,0,0
2685,1,1,1,95,0,1120,0,1,8.0,0,4.0,44.0,0.0,,,,,1,0,1,6.0,6.0,0,2802,0,3652,0,708.0,110.0,0.0,2.4,0.0,1,3,2,2,0,24.0,35.0,1,360,,110.0,1,0,0,N,0,0,1.0,11.768,3.2,0,1,1,0,1,14.0,238.4943,0,0
2687,1,1,1,95,0,1120,0,1,8.0,0,4.0,37.0,0.0,,,,,1,0,0,4.0,4.0,0,2750,0,3400,0,573.0,80.0,0.0,1.3,0.0,1,7,2,1,0,17.0,25.0,1,360,,80.0,1,0,0,Y,0,0,1.0,35.3,4.3,0,0,1,0,1,12.0,212.2272,0,0
2688,1,1,1,80,0,1120,0,1,5.0,1,2.0,67.0,0.0,,,,,1,0,1,10.0,1.0,0,3180,0,3180,2370,785.0,160.0,0.0,23.77,0.0,1,11,1,1,0,11.0,44.0,1,240,,160.0,2,0,0,N,1,0,1.0,83.5,2.0,0,0,1,0,0,16.0,206.9565,0,0
2689,1,1,1,50,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,1,18.0,18.0,0,2738,0,3988,0,491.0,150.0,0.0,0.0,0.0,1,11,2,2,0,12.0,12.0,1,240,,150.0,2,0,0,N,1,0,1.0,7.5,3.2,0,0,1,1,0,19.0,235.6726,0,0
2693,1,1,1,150,0,1120,0,1,5.0,1,2.0,77.0,0.0,,,,,1,0,0,8.0,8.0,0,2650,2450,3380,3075,1344.0,150.0,0.0,28.2,0.0,1,6,1,1,0,21.0,21.0,1,360,,235.0,2,0,0,N,0,0,1.0,226.0,3.2,0,1,1,0,1,14.0,238.4943,0,0
2700,1,1,2,110,0,1120,0,1,5.0,1,2.0,50.0,0.0,,,,,1,1,0,20.0,20.0,1,2500,2375,2500,2375,1173.0,150.0,0.0,150.0,0.0,1,5,1,1,0,24.0,24.0,1,360,,150.0,2,0,0,N,1,0,1.0,959.0,10.6,0,1,1,1,0,12.0,206.7355,1,0
2701,1,1,2,145,0,1120,0,1,5.0,1,2.0,57.0,0.0,,,,,1,1,0,13.0,13.0,0,1917,1833,2333,2250,1635.0,245.0,0.0,118.0,0.0,1,2,1,1,0,36.0,36.0,1,300,,245.0,2,0,0,N,1,0,1.0,358.0,3.2,0,1,1,0,0,12.0,206.7355,1,0
2702,1,1,1,47,0,1120,0,1,5.0,1,2.0,36.0,0.0,,,,,1,0,0,2.7,0.83,0,1800,1213,1800,1213,486.0,67.5,0.0,5.152,1.0,1,15,2,2,0,19.0,32.0,1,360,,58.5,1,1,0,N,0,0,4.0,-11.313,4.3,0,0,1,0,0,16.0,249.4382,0,0
2705,1,1,1,440,0,1120,0,1,5.0,1,2.0,159.0,0.0,,,,,1,1,2,18.0,6.0,1,12000,200,12040,2033,5890.0,650.0,0.0,14.24,2.0,1,21,3,2,0,35.0,42.0,1,360,,550.0,2,0,0,N,0,0,4.0,622.693,3.2,0,0,1,1,1,18.0,189.8068,0,0
2706,1,1,1,170,0,1120,0,1,8.0,0,4.0,89.0,1.0,,,,,1,0,1,5.0,5.0,1,7451,0,7451,0,1491.0,280.0,0.0,204.227,1.0,1,10,1,1,1,24.0,37.0,2,360,,285.0,2,0,0,N,0,0,4.0,482.056,3.2,0,0,1,1,0,18.0,228.1231,0,0
2707,1,1,1,187,0,1120,0,1,8.0,1,4.0,62.0,1.0,,,,,1,0,0,30.0,30.0,1,5142,0,5142,0,1724.0,280.0,0.0,54.45,1.0,1,7,4,3,0,32.0,33.0,2,360,,279.0,2,0,0,N,0,0,4.0,440.243,10.6,0,0,1,1,0,12.0,215.8176,0,0
2708,1,1,1,110,0,1120,0,1,5.0,1,2.0,66.0,1.0,,,,,1,1,2,15.0,3.5,0,5520,0,5520,0,1314.0,220.0,0.0,53.495,2.0,1,8,1,1,0,22.0,27.0,2,360,,224.0,2,0,0,N,0,0,4.0,-64.859,3.2,0,0,1,1,0,16.0,198.3388,0,0
2709,1,1,1,60,0,1120,0,1,8.0,0,4.0,41.0,0.0,,,,,1,0,0,13.0,13.0,0,3383,0,3383,0,548.0,79.0,0.0,78.564,1.0,1,6,1,1,0,26.0,30.0,1,360,,103.0,1,0,0,N,0,0,4.0,143.308,2.0,0,0,1,1,0,18.0,237.8394,0,0
2710,1,1,1,142,0,1120,0,1,8.0,1,4.0,30.0,0.0,,,,,1,0,0,6.0,3.0,1,2500,0,2500,0,1517.0,177.0,0.0,24.458,2.0,1,6,1,3,0,48.0,48.0,1,180,,195.0,2,0,0,N,0,0,4.0,47.689,10.6,0,1,1,0,0,16.0,197.7294,0,0
2711,1,1,1,118,0,1120,0,1,5.0,1,2.0,71.0,0.0,,,,,1,1,0,10.0,10.0,0,1902,3997,1902,4830,1147.0,148.0,0.0,61.0,1.0,1,15,2,1,0,17.0,19.0,1,360,,150.0,2,0,0,N,0,0,3.0,116.0,3.1,0,0,1,1,1,16.0,199.6499,0,0
2712,1,1,1,150,0,1120,0,1,5.0,1,2.0,107.0,0.0,,,,,1,1,0,6.0,6.0,0,3708,5205,3708,5205,1566.0,234.0,0.0,59.0,1.0,1,19,2,1,0,17.0,19.0,2,360,,237.0,2,0,0,N,0,0,3.0,207.0,3.2,0,0,1,0,1,18.0,199.6499,0,0
2713,1,1,1,275,0,1120,0,1,5.0,1,2.0,96.0,0.0,,,,,1,1,0,20.0,20.0,0,6933,0,7933,100,2563.0,380.0,0.0,144.0,1.0,1,8,1,1,0,31.0,31.0,1,360,,380.0,2,0,0,N,0,0,3.0,405.0,3.2,0,0,1,1,1,16.0,212.2272,0,0
2714,1,1,1,123,0,1120,0,1,5.0,1,2.0,51.0,0.0,,,,,1,1,0,2.0,2.0,0,1833,2375,1833,2375,1186.0,154.0,0.0,39.0,1.0,1,12,2,6,0,28.0,36.0,1,360,,154.0,2,0,0,N,0,0,3.0,50.0,3.9,0,0,1,0,1,14.0,199.6499,0,0
2715,1,1,1,70,0,1120,0,1,5.0,0,1.0,72.0,0.0,,,,,1,1,4,10.0,10.0,0,2489,3943,2489,3943,929.0,160.0,0.0,19.0,1.0,1,11,1,5,0,13.0,21.0,2,360,,164.0,2,0,0,N,0,0,2.0,212.0,2.0,0,1,1,0,1,12.0,219.7587,0,0
2716,1,1,1,115,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,0,34.0,34.0,0,4116,0,4116,0,1181.0,220.0,0.0,177.0,1.0,1,21,1,1,0,24.0,33.0,2,360,,210.0,2,0,0,N,0,0,2.0,382.0,3.9,0,1,1,1,1,16.0,249.0143,0,0
2717,1,1,1,150,0,1120,0,1,8.0,1,4.0,60.0,0.0,,,,,1,0,0,17.0,17.0,0,2392,0,3576,0,1784.0,204.0,0.0,75.0,1.0,1,5,2,1,0,35.0,36.0,2,180,,205.0,2,0,0,N,0,0,2.0,335.603,2.0,0,1,1,1,1,14.0,270.5775,0,0
2718,1,1,1,108,0,1120,0,1,8.0,0,4.0,48.0,0.0,,,,,1,0,0,10.0,10.0,0,3625,0,3625,0,1061.0,135.0,0.0,31.0,1.0,1,19,2,6,1,30.0,37.0,2,360,,138.0,2,0,0,N,0,0,3.0,36.0,1.8,0,0,1,0,1,13.0,221.8138,0,0
2719,1,1,1,130,0,1120,0,1,1.0,1,2.0,72.0,0.0,,,,,1,1,3,25.0,0.25,0,6250,0,6250,0,1313.0,168.0,0.0,24.0,1.0,1,22,1,2,0,25.0,35.0,2,360,,168.0,2,0,0,N,0,0,2.0,145.0,3.2,0,1,1,1,1,20.0,189.109,0,0
2720,1,1,1,103,0,1120,0,1,8.0,1,4.0,24.0,0.0,,,,,1,0,0,7.0,7.0,0,1733,0,2029,0,1036.0,128.0,0.0,7.0,1.0,1,12,2,1,0,14.0,42.0,2,360,,129.0,2,0,0,N,1,0,2.0,81.0,3.6,0,0,1,0,1,13.0,215.1557,0,0
2721,1,1,1,118,0,1120,0,1,5.0,1,2.0,60.0,0.0,,,,,1,1,0,12.0,1.0,0,4166,0,4583,0,1207.0,135.0,0.0,23.0,1.0,1,21,2,6,0,26.0,34.0,2,360,,136.0,2,1,0,Y,0,0,2.0,59.0,3.9,0,1,0,0,1,14.0,999999.4,0,0
2722,1,1,2,123,0,1120,0,1,5.0,1,2.0,96.0,0.0,,,,,1,1,0,36.0,36.0,0,3406,4417,3406,4417,1327.0,154.0,0.0,35.0,2.0,1,21,1,1,0,17.0,24.0,2,360,,154.0,2,0,0,N,0,0,2.0,406.0,4.3,0,0,1,1,1,12.0,215.1557,1,0
2723,1,1,1,88,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,0,0,15.0,15.0,0,2058,2080,2058,2134,1127.0,98.0,0.0,14.0,2.0,1,41,2,1,0,24.0,38.0,1,360,,98.0,1,1,0,N,0,0,3.0,26.0,2.0,0,0,0,0,1,17.0,228.3876,0,0
2724,1,1,1,40,0,1120,0,1,5.0,1,2.0,24.0,0.0,,,,,1,1,1,3.0,3.0,0,2083,0,2083,0,471.0,141.0,0.0,197.0,1.0,1,19,2,1,0,28.0,38.0,2,360,,146.0,2,0,0,N,0,0,2.0,487.0,8.9,0,1,1,0,0,12.0,266.1145,0,0
2725,1,1,1,86,0,1120,0,1,5.0,1,2.0,240.0,0.0,,,,,1,1,1,35.0,25.0,1,16667,2250,16667,2250,814.0,108.0,0.0,74.0,1.0,1,25,2,2,0,1.0,18.0,1,360,,108.0,2,0,0,N,0,0,2.0,2227.0,1.8,0,1,0,1,1,14.0,999999.4,0,0
2726,1,1,1,80,0,1120,0,1,5.0,1,2.0,48.0,0.0,,9.0,,,1,1,0,10.0,33.0,1,2200,2100,2200,2100,864.0,100.0,0.0,127.0,1.0,1,27,1,5,0,20.0,34.0,1,360,,135.0,2,0,0,N,0,0,2.0,138.0,8.9,0,1,1,0,1,12.0,245.9583,0,0
2727,1,1,1,120,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,0,0,35.0,35.0,0,1981,1516,2037,1933,1095.0,130.0,0.0,33.0,2.0,1,34,2,1,0,28.0,33.0,1,360,,130.0,2,0,0,N,0,0,2.0,80.0,3.9,0,1,1,1,0,12.0,220.4212,0,0
2728,1,1,1,119,0,1120,0,1,5.0,1,2.0,72.0,0.0,,,,,1,1,0,4.0,4.0,0,4340,1750,4340,1906,1264.0,132.0,0.0,21.0,1.0,1,13,2,6,0,20.0,25.0,2,360,,135.0,2,1,0,N,0,0,2.0,70.0,3.2,0,1,1,0,1,16.0,184.8615,0,0
2729,1,1,1,130,0,1120,0,0,3.0,1,2.0,48.0,0.0,,,,,1,1,0,36.0,11.0,0,3908,0,3908,0,1334.0,142.0,0.0,21.0,1.0,1,7,2,6,0,31.0,38.0,2,360,,142.0,2,1,0,N,0,0,3.0,102.0,10.6,0,0,1,1,1,12.0,215.1557,0,0
2730,1,1,1,138,0,1120,0,1,5.0,1,2.0,60.0,0.0,,,,,1,1,2,4.0,4.0,1,0,0,5250,0,1395.0,173.0,0.0,6.0,1.0,1,17,1,1,0,26.0,35.0,2,360,,174.0,2,0,0,N,0,0,2.0,99.0,5.3,0,1,1,1,0,14.0,266.1145,0,0
2731,1,1,1,112,0,1120,0,1,5.0,0,1.0,48.0,0.0,,,,,1,0,0,5.0,5.0,0,2478,1916,2478,1916,1009.0,140.0,0.0,7.0,2.0,1,27,2,1,0,23.0,38.0,1,360,,140.0,2,0,0,Y,0,0,2.0,12.0,1.8,0,1,1,0,0,18.0,245.5741,0,0
2732,1,1,1,66,0,1120,0,1,8.0,1,4.0,36.0,0.0,,,,,1,0,0,16.0,10.0,1,3000,0,3000,0,839.0,110.0,0.0,19.0,1.0,1,25,2,6,1,24.0,37.0,2,360,,110.0,2,0,0,Y,0,0,2.0,158.0,3.1,0,0,1,1,1,14.0,215.1557,0,0
2733,1,1,1,135,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,2,10.0,2.0,0,3276,484,3276,484,1330.0,180.0,0.0,37.0,2.0,1,21,2,6,1,35.0,38.0,1,360,,186.0,2,0,0,N,0,0,3.0,160.0,2.0,0,1,1,1,0,16.0,191.3909,0,0
2734,1,1,1,134,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,3,25.0,25.0,0,3472,175,4164,194,1508.0,204.0,0.0,134.0,2.0,1,19,1,2,0,26.0,36.0,2,360,,204.0,2,0,0,N,0,0,3.0,245.0,3.1,0,0,1,1,0,12.0,257.5851,0,0
2736,1,1,1,131,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,0,25.0,25.0,0,2861,1324,2861,1324,1307.0,142.0,0.0,13.0,1.0,1,10,2,1,0,30.0,34.0,1,360,PM1,142.0,2,1,0,N,0,0,3.0,23.0,3.9,0,0,1,0,1,16.0,221.8138,0,0
