occupancy,race,sex,income,married,credit_history,di_ratio,pmi_denied,unverifiable,pmi_sought,debt_to_expense,chpr,chcp,pmi_sought,vr
1,1,1,23.0,1,0,41.0,1,0,1,34.0,0,5,1,1
1,0,0,26.0,0,1,38.0,0,0,1,30.0,0,1,1,1
1,1,1,57.0,0,1,25.0,0,0,1,24.0,0,2,1,1
1,1,1,84.0,0,1,26.0,0,0,0,24.0,0,1,0,0
1,1,1,91.0,1,1,37.0,0,0,0,31.0,0,1,0,0
1,1,1,61.0,1,1,14.3,0,0,0,11.9,0,1,0,0
2,1,1,172.0,1,0,19.0,0,0,0,12.0,1,1,0,0
1,1,0,44.0,0,1,26.0,0,0,1,22.0,0,1,1,1
1,1,1,101.0,1,1,41.0,0,0,0,33.0,0,1,0,1
1,1,1,50.0,1,1,37.9,0,0,0,31.9,0,1,0,0
1,1,1,57.0,1,1,28.2,0,0,0,21.3,0,5,0,1
1,1,0,41.0,0,1,34.0,0,0,0,31.0,0,2,0,0
1,1,1,46.0,1,1,26.0,0,0,0,24.0,0,1,0,0
1,1,1,85.0,1,1,33.0,0,0,0,20.0,0,1,0,0
1,1,1,84.0,1,1,34.0,0,0,0,22.0,0,1,0,0
1,1,1,66.0,1,1,36.0,0,0,0,27.0,0,1,0,0
1,1,1,64.0,1,1,31.0,0,0,0,29.0,0,1,0,0
1,1,0,41.0,0,1,38.0,0,0,0,33.0,0,2,0,0
1,1,0,50.0,0,0,37.0,0,0,0,31.0,1,3,0,1
1,1,1,84.0,0,1,23.43,0,0,0,22.93,0,1,0,1
1,1,1,61.0,0,1,39.5,0,0,0,30.6,0,2,0,0
1,1,0,192.0,1,1,35.0,0,0,0,25.0,0,1,0,0
1,1,1,74.0,1,1,36.0,0,0,1,26.0,0,1,1,0
1,1,1,150.0,1,1,42.0,0,0,0,19.6,0,1,0,1
1,1,0,47.0,0,1,32.4,0,0,0,22.31,0,1,0,0
1,1,1,61.0,0,1,29.5,0,0,0,29.1,0,1,0,0
1,1,1,77.0,0,1,17.0,0,0,0,16.0,0,1,0,1
2,1,1,45.0,1,1,37.0,0,0,0,9.0,0,1,0,1
1,1,1,96.0,1,1,29.3,0,0,1,20.3,0,1,1,1
1,1,1,79.0,1,1,36.0,0,0,1,31.0,0,1,1,0
1,1,1,122.0,1,1,35.0,0,0,0,33.0,0,5,0,0
1,1,0,54.0,0,1,32.81,0,0,0,30.75,0,1,0,0
1,1,1,999999.4,0,0,30.0,0,0,0,30.0,1,6,0,0
1,1,0,30.0,0,1,28.0,0,0,0,27.0,0,1,0,1
1,1,1,64.0,0,1,22.0,0,0,0,22.0,0,1,0,0
1,1,1,76.0,1,1,26.0,0,0,0,21.0,0,1,0,1
1,1,1,60.0,1,1,30.0,0,0,0,13.0,0,1,0,1
1,1,1,60.0,1,1,31.2,0,0,0,22.7,0,2,0,0
1,1,1,54.0,1,1,36.0,0,0,0,24.0,1,1,0,0
1,1,1,148.0,1,1,41.0,0,0,0,28.0,0,1,0,0
1,1,1,73.0,1,0,25.0,0,1,0,22.0,0,3,0,0
1,1,1,32.0,0,1,54.0,0,0,0,54.0,0,4,0,1
1,1,1,35.0,0,1,33.0,0,0,0,32.0,0,1,0,1
1,0,1,50.0,1,1,29.0,0,0,0,29.0,0,4,0,0
1,1,1,144.0,1,1,34.8,0,0,0,16.4,0,1,0,1
1,0,1,51.0,1,1,27.0,0,1,1,26.0,0,1,1,1
1,1,1,54.0,1,1,18.0,0,0,0,15.0,0,1,0,0
1,1,1,48.0,1,1,34.0,0,0,1,27.0,0,1,1,0
1,1,1,33.0,1,1,34.23,0,0,1,31.4,0,1,1,1
1,1,1,54.0,1,1,38.0,0,0,0,33.0,0,1,0,1
1,1,1,999999.4,0,1,36.0,0,0,0,29.0,0,5,0,0
1,1,0,55.0,0,1,33.0,0,0,1,31.0,0,2,1,0
1,1,1,104.0,1,1,29.6,0,0,0,23.4,0,1,0,0
2,1,1,118.0,1,1,14.0,0,0,0,14.0,0,1,0,1
1,1,0,67.0,1,1,37.4,0,0,1,31.72,0,1,1,1
1,1,1,135.0,1,1,37.0,0,0,0,26.0,0,2,0,0
3,1,0,50.0,0,1,19.0,0,0,0,15.0,0,1,0,0
1,1,1,36.0,0,1,73.0,0,0,0,37.0,0,1,0,0
1,1,1,51.0,1,1,38.0,0,0,0,27.0,0,1,0,1
1,1,1,73.0,0,1,33.0,0,0,0,30.0,1,6,0,1
1,1,0,36.0,0,1,30.0,0,1,0,29.0,0,1,0,0
1,1,0,39.0,0,1,27.0,0,0,0,21.0,0,1,0,1
1,1,1,98.0,1,1,40.0,0,0,0,12.0,0,1,0,0
1,1,1,324.0,1,1,13.0,0,0,0,12.0,0,2,0,0
1,1,1,42.0,0,0,35.13,0,0,0,25.69,0,5,0,1
1,0,1,35.0,0,0,38.38,0,0,0,28.94,0,6,0,1
2,1,1,213.0,1,1,38.0,0,0,0,24.0,0,2,0,1
1,1,1,329.0,1,1,26.6,0,0,0,13.1,0,1,0,0
1,1,0,55.0,0,1,30.0,0,0,0,22.0,0,1,0,1
1,1,1,240.0,0,1,26.3,0,0,0,26.1,0,1,0,1
1,0,1,999999.4,1,1,31.0,0,0,1,19.0,0,6,1,1
1,1,1,211.0,1,0,36.7,0,0,0,28.0,0,6,0,0
1,1,0,73.0,1,1,21.91,0,0,0,20.95,0,1,0,0
1,1,1,96.0,1,1,35.0,0,0,0,26.0,0,1,0,0
1,1,1,25.0,0,1,39.0,0,0,0,39.0,0,1,0,0
1,0,1,52.0,1,1,46.77,0,0,0,36.8,0,3,0,0
1,1,1,39.0,1,1,35.0,0,0,0,35.0,0,1,0,0
1,1,1,69.0,0,1,38.0,0,0,0,21.0,0,1,0,1
1,1,1,52.0,0,1,30.16,0,0,0,18.09,0,1,0,1
1,0,1,44.0,1,1,34.0,1,1,1,23.0,0,1,1,1
1,0,1,142.0,1,1,37.27,0,0,0,26.78,0,1,0,1
1,1,1,71.0,1,1,37.0,0,0,0,32.0,0,2,0,0
1,1,1,265.0,1,1,37.0,0,0,0,24.0,0,1,0,0
1,1,1,60.0,1,1,26.0,0,0,0,26.0,0,1,0,0
1,1,0,77.0,1,1,37.0,0,0,1,22.0,0,1,1,0
1,1,0,62.0,1,1,38.5,0,1,1,24.2,0,5,1,0
1,1,0,55.0,0,1,30.1,0,0,0,19.9,0,1,0,1
1,1,1,109.0,1,1,44.0,0,0,0,30.0,0,1,0,1
1,1,1,80.0,1,1,32.0,0,0,0,25.0,0,1,0,0
1,1,1,61.0,1,1,40.0,0,0,0,28.0,0,1,0,0
1,0,0,83.0,0,0,24.0,0,1,0,24.0,1,5,0,1
1,1,1,45.0,1,1,30.0,0,0,0,30.0,0,1,0,0
1,1,1,74.0,1,1,30.0,0,0,0,22.0,0,2,0,0
1,1,1,86.0,0,1,25.0,0,0,0,19.0,0,2,0,0
1,0,1,42.0,0,1,47.0,0,0,0,34.0,0,2,0,0
1,1,1,71.0,1,1,32.0,0,0,1,24.0,0,1,1,0
1,1,1,80.0,1,1,40.0,0,0,0,31.0,0,2,0,0
2,1,1,105.0,1,1,35.0,0,0,0,34.0,0,1,0,0
1,1,0,275.0,1,1,23.0,0,0,1,19.0,0,1,1,1
2,1,1,95.0,1,0,52.0,0,0,0,28.0,1,3,0,1
1,1,0,39.0,0,1,35.0,0,0,0,34.0,0,1,0,0
1,1,1,78.0,0,1,18.0,0,0,0,17.0,0,1,0,0
1,1,0,34.0,0,1,26.0,0,0,0,26.0,0,1,0,0
1,1,0,53.0,1,1,36.0,0,0,0,24.0,0,1,0,0
1,1,0,53.0,0,1,30.6,0,0,0,20.6,0,1,0,1
1,1,1,153.0,1,1,15.0,0,0,0,15.0,0,1,0,0
1,1,1,60.0,1,1,38.0,0,0,1,31.0,0,1,1,0
1,1,1,38.0,0,1,32.0,0,0,0,28.0,0,1,0,0
1,1,0,35.0,0,1,27.0,0,0,0,26.0,0,1,0,0
1,1,1,39.0,1,1,40.0,0,0,0,26.0,0,2,0,1
1,1,1,66.0,1,1,34.1,0,0,1,26.9,0,1,1,0
1,1,1,54.0,0,1,28.7,0,0,0,27.6,0,1,0,0
1,1,1,55.0,0,1,32.0,0,0,0,32.0,0,1,0,0
1,1,0,4.0,1,1,34.96,0,0,0,26.79,0,1,0,1
1,1,0,50.0,0,1,15.53,0,0,0,13.33,0,2,0,1
1,1,1,108.0,1,1,36.0,0,0,0,32.0,0,2,0,0
1,1,0,47.0,0,1,32.0,0,1,0,28.0,0,1,0,1
1,1,1,48.0,1,1,30.0,0,0,1,20.0,0,1,1,0
1,1,1,57.0,1,0,36.0,0,0,0,20.0,0,5,0,1
1,1,0,65.0,1,1,41.91,0,0,0,35.99,0,1,0,1
1,1,1,72.0,0,1,34.0,0,0,1,24.0,0,5,1,0
1,1,1,51.0,1,1,33.3,0,0,0,33.0,0,1,0,0
1,0,1,82.0,1,1,25.0,0,0,1,13.0,0,1,1,0
1,1,1,74.0,1,1,28.0,0,0,0,28.0,0,1,0,0
1,1,1,252.0,1,1,15.0,0,0,0,5.0,0,6,0,0
1,1,1,96.0,1,1,31.0,0,0,0,31.0,0,1,0,1
1,1,1,47.0,1,1,36.06,0,0,0,28.02,0,1,0,1
1,1,1,22.0,1,1,47.0,1,0,1,11.0,0,1,1,1
1,1,1,53.0,1,1,28.0,1,1,1,27.0,0,1,1,0
1,1,0,65.0,0,1,27.5,0,0,1,25.6,0,1,1,1
1,1,1,49.0,1,1,38.1,0,0,0,31.9,0,1,0,0
1,1,0,72.0,1,1,42.0,0,0,0,26.0,0,2,0,0
1,0,0,30.0,0,1,28.0,0,0,1,24.0,0,1,1,1
1,0,0,38.0,0,0,39.0,0,0,0,39.0,0,5,0,1
1,0,1,90.0,1,1,37.49,0,0,1,30.71,0,1,1,1
1,1,0,56.0,0,1,30.0,0,0,0,30.0,0,1,0,1
1,1,1,55.0,1,1,37.0,1,0,1,27.0,0,6,1,0
1,1,1,64.0,0,1,32.5,0,0,0,32.3,0,4,0,1
1,1,0,29.0,1,1,33.97,0,1,0,17.82,0,2,0,1
1,1,1,68.0,0,1,38.0,0,0,0,29.0,0,2,0,1
1,1,1,69.0,1,1,35.0,0,0,0,31.0,0,1,0,0
2,1,1,117.0,1,1,18.0,0,0,0,10.0,0,1,0,1
1,1,1,54.0,1,1,37.28,0,0,1,26.49,0,1,1,1
1,1,1,135.0,0,1,39.8,0,0,0,35.8,0,1,0,0
1,1,1,55.0,1,1,36.0,0,0,1,28.9,0,1,1,1
1,1,1,53.0,0,1,35.0,0,0,1,23.0,0,4,1,1
1,1,0,62.0,0,1,29.6,0,0,0,29.6,0,4,0,0
1,1,1,75.0,1,1,35.2,0,0,0,26.7,0,1,0,1
1,1,1,50.0,0,1,33.59,0,0,0,33.11,1,1,0,0
1,1,1,55.0,1,1,37.1,0,0,1,24.3,0,1,1,1
1,1,1,96.0,0,1,38.9,0,0,1,27.1,0,6,1,1
3,0,0,65.0,0,1,24.0,0,0,0,24.0,0,1,0,1
1,0,0,26.0,0,1,35.0,0,0,1,31.0,0,6,1,1
1,0,1,46.0,0,1,39.0,0,0,0,27.0,0,1,0,1
1,1,1,64.0,0,1,28.7,0,0,0,27.1,0,1,0,0
1,1,1,92.0,1,1,27.0,0,0,0,20.0,0,1,0,0
1,1,1,40.0,1,0,40.6,0,1,0,40.6,0,4,0,0
1,1,1,69.0,1,1,29.64,1,0,1,23.45,0,1,1,0
1,1,1,72.0,1,1,24.0,0,0,0,22.0,0,1,0,1
1,1,1,260.0,0,1,10.0,0,0,1,6.0,0,2,1,0
1,1,1,161.0,1,1,27.0,0,0,0,18.0,0,5,0,0
1,1,1,27.0,1,1,47.0,0,0,1,35.0,0,2,1,0
1,1,0,30.0,0,1,35.0,0,0,0,35.0,0,1,0,0
1,1,1,110.0,1,1,32.0,0,0,1,25.0,0,1,1,1
1,1,1,66.0,0,1,26.0,0,0,1,26.0,0,1,1,1
1,1,1,135.0,1,1,36.5,0,0,1,27.4,0,1,1,0
1,1,1,48.0,1,1,33.0,0,0,0,24.0,0,1,0,1
1,1,1,65.0,1,1,24.0,0,0,0,17.0,0,1,0,0
1,0,1,42.0,1,0,40.0,0,0,0,37.0,1,2,0,1
1,1,1,70.0,1,1,39.0,0,0,0,26.0,0,3,0,0
1,1,1,55.0,1,1,37.0,0,0,0,28.0,0,2,0,0
1,1,0,42.0,0,1,35.24,0,0,0,28.99,0,2,0,1
1,1,0,59.0,0,1,32.0,0,0,1,27.0,0,3,1,0
1,1,0,51.0,0,1,36.0,0,0,0,30.0,0,1,0,0
1,1,1,38.0,0,1,34.0,0,0,0,33.0,0,5,0,0
1,1,1,73.0,1,1,30.74,0,0,0,30.23,0,1,0,1
1,0,0,59.0,0,1,35.0,0,0,1,29.0,1,1,1,0
1,1,0,58.0,0,1,34.0,0,0,0,23.0,0,1,0,0
1,1,1,999999.4,1,1,31.0,0,0,0,27.0,0,1,0,0
1,1,1,335.0,1,1,33.0,0,0,0,30.0,0,2,0,1
1,1,1,57.0,1,1,31.0,0,0,0,28.0,0,1,0,0
1,1,1,47.0,1,1,26.0,0,0,0,26.0,0,5,0,0
1,0,1,78.0,0,1,38.0,0,0,0,24.0,0,1,0,0
1,1,1,43.0,0,1,40.0,0,0,0,32.0,0,1,0,1
1,1,1,83.0,1,1,33.0,0,0,1,24.0,0,1,1,1
1,1,1,47.0,1,1,35.0,0,0,0,32.0,0,1,0,1
1,1,0,48.0,1,1,37.26,0,0,0,27.956,0,1,0,1
1,1,1,48.0,1,1,33.18,0,0,0,31.18,0,2,0,0
1,1,1,49.0,1,1,35.17,0,0,0,25.61,0,1,0,1
1,1,1,65.0,1,1,35.0,0,0,0,20.0,0,3,0,1
1,1,1,51.0,1,1,36.0,0,0,0,28.0,0,6,0,1
1,1,1,115.0,1,1,30.0,0,0,0,30.0,0,3,0,1
1,1,1,110.0,1,1,20.0,0,0,0,9.0,0,1,0,0
1,1,1,45.0,1,1,43.0,0,0,0,33.0,0,2,0,1
1,1,1,72.0,0,1,35.0,0,0,0,18.0,0,2,0,1
1,0,1,26.0,0,0,35.5,0,0,0,34.5,1,5,0,1
1,1,1,86.0,1,1,34.0,0,0,0,23.0,0,1,0,1
1,1,1,77.0,1,1,27.0,0,0,1,24.0,0,1,1,0
1,1,1,796.0,1,1,27.8,0,0,0,16.2,0,5,0,0
1,0,0,70.0,0,1,25.0,0,0,0,20.0,0,1,0,1
1,1,1,71.0,1,1,38.0,0,0,0,33.0,0,1,0,0
1,1,1,62.0,1,1,27.63,0,0,0,25.44,0,2,0,0
1,0,1,82.0,1,1,29.0,0,0,1,21.0,0,2,1,0
1,1,1,70.0,1,1,37.0,0,0,1,29.0,0,1,1,1
1,0,1,972.0,1,0,18.0,0,0,0,6.0,1,6,0,0
1,1,1,81.0,1,1,22.0,0,0,0,15.0,0,1,0,1
1,1,1,69.0,1,1,36.5,0,0,1,24.0,0,2,1,1
1,0,1,84.0,1,1,36.0,0,0,0,21.0,0,4,0,1
1,1,1,58.0,0,1,33.0,0,0,0,31.0,0,1,0,0
1,1,1,188.0,1,1,29.0,0,0,0,21.0,0,1,0,0
1,1,0,61.0,0,1,26.6,0,0,0,25.7,0,1,0,0
2,1,1,91.0,1,1,26.0,0,0,0,4.0,0,2,0,1
1,0,1,31.0,0,0,25.0,0,0,0,19.0,0,1,0,1
1,1,1,77.0,1,1,21.0,0,0,0,17.0,0,1,0,0
1,1,1,57.0,1,1,34.0,0,0,0,26.0,0,2,0,0
1,1,1,67.0,1,1,25.0,0,0,0,22.0,0,1,0,1
1,1,1,93.0,1,1,38.0,0,0,0,28.0,0,2,0,1
1,1,1,91.0,1,0,38.0,0,0,0,26.0,1,6,0,0
2,1,1,61.0,1,1,22.0,0,0,0,13.0,0,1,0,1
1,1,1,49.0,0,1,38.0,0,0,0,31.0,0,1,0,0
1,1,0,42.0,1,1,18.4,0,0,0,16.6,0,6,0,0
1,1,1,59.0,1,1,35.54,0,0,1,27.57,0,1,1,0
1,1,0,49.0,0,1,28.75,0,0,0,22.28,0,1,0,0
1,0,0,45.0,0,1,36.0,0,0,0,31.0,1,1,0,0
1,1,0,24.0,0,1,28.0,0,0,1,27.0,0,4,1,0
2,1,1,158.0,1,1,9.0,0,0,0,4.0,0,1,0,0
1,1,1,43.0,0,0,31.8,0,1,0,31.2,0,3,0,0
1,1,1,57.0,1,1,37.0,0,0,0,22.0,0,3,0,1
1,1,1,91.0,1,1,34.0,0,0,0,22.0,0,1,0,1
1,0,0,84.0,0,0,21.0,0,0,0,13.0,1,6,0,1
1,1,0,70.0,0,1,27.0,0,1,0,23.0,0,1,0,0
1,1,0,68.0,0,1,21.0,0,0,0,17.0,0,2,0,0
1,1,0,89.0,0,1,37.0,0,0,0,24.0,1,1,0,0
2,1,1,75.0,1,1,34.0,1,0,1,29.0,0,5,1,1
1,1,1,999999.4,1,1,30.0,0,0,0,30.0,0,2,0,0
1,1,1,39.0,0,1,27.0,0,0,0,26.0,0,2,0,0
1,1,1,118.0,1,1,35.69,0,0,0,18.09,0,1,0,1
1,1,1,166.0,1,1,30.2,0,0,1,15.9,0,5,1,1
1,1,1,65.0,1,1,10.0,0,0,0,4.0,0,1,0,1
1,1,1,85.0,1,1,28.5,0,0,0,28.5,0,1,0,0
1,1,1,56.0,0,1,30.0,0,0,0,25.0,0,1,0,1
1,1,1,47.0,1,1,39.9,0,0,0,28.3,0,1,0,0
1,1,1,97.0,1,1,40.0,0,0,1,18.0,0,3,1,0
1,1,1,46.0,1,1,40.01,0,0,0,31.13,0,1,0,1
1,1,1,48.0,1,0,31.4,0,0,1,26.5,1,1,1,1
1,1,1,68.0,1,1,34.0,0,0,0,23.0,1,2,0,0
1,1,1,61.0,1,1,23.0,0,0,0,23.0,0,2,0,1
1,1,1,43.0,1,1,33.0,0,0,0,29.0,0,5,0,0
1,0,0,40.0,0,1,32.0,0,0,0,28.0,0,3,0,1
1,1,1,51.0,1,1,28.8,0,0,0,20.6,0,2,0,1
1,1,1,107.0,1,1,28.0,0,0,1,22.0,0,2,1,0
1,1,1,999999.4,1,0,69.2,0,1,0,37.8,0,5,0,0
1,1,1,68.0,0,0,66.0,0,1,0,31.0,0,2,0,1
1,1,1,80.0,1,1,28.0,0,0,0,26.0,0,2,0,1
1,1,1,36.0,1,1,36.0,0,0,0,28.0,0,1,0,0
1,0,0,56.0,0,1,37.0,0,0,1,27.0,0,1,1,1
1,1,0,43.0,0,1,34.72,0,0,0,30.72,0,2,0,0
1,1,0,64.0,1,1,34.0,0,0,1,24.0,0,3,1,0
1,1,1,55.0,1,1,0.0,0,0,0,29.0,0,1,0,0
1,1,1,60.0,1,1,27.6,0,0,0,20.9,0,1,0,0
1,1,1,120.0,1,1,26.0,0,0,0,20.0,0,5,0,0
1,1,0,27.0,0,1,33.09,0,0,1,30.05,0,1,1,0
1,1,1,42.0,0,1,17.0,0,0,0,13.7,0,1,0,0
1,1,1,148.0,0,1,26.0,0,0,0,15.0,0,1,0,1
1,1,1,48.0,0,1,35.0,0,0,1,30.0,1,2,1,0
1,0,1,38.0,1,1,39.0,0,0,0,26.0,0,2,0,1
1,1,1,54.0,0,1,32.0,0,0,1,21.0,0,1,1,1
1,1,0,40.0,0,1,35.48,0,0,0,31.2,0,6,0,0
1,1,1,57.0,1,1,36.0,0,0,0,31.0,0,1,0,1
1,1,1,46.0,1,1,36.87,0,0,0,26.8,0,2,0,0
1,1,1,103.0,1,1,24.0,0,0,0,23.0,0,1,0,0
1,0,1,54.0,1,0,41.0,1,0,1,28.0,1,6,1,1
1,1,1,125.0,1,1,28.26,0,0,0,27.52,0,1,0,1
1,1,0,60.0,1,0,46.0,0,0,0,30.0,1,6,0,1
1,1,1,64.0,1,1,37.1,0,0,0,22.0,0,3,0,1
1,1,1,72.0,0,0,32.0,0,0,0,24.0,1,6,0,0
1,1,1,45.0,1,1,29.0,0,0,0,28.0,0,1,0,0
1,1,1,52.0,1,1,38.85,0,0,0,26.53,0,1,0,1
1,1,1,63.0,1,1,34.0,0,0,0,27.0,0,1,0,0
1,1,0,52.0,0,1,33.0,0,0,0,31.0,0,1,0,0
1,1,1,40.0,0,1,28.0,0,0,0,28.0,0,1,0,0
1,1,1,36.0,1,1,38.0,0,0,0,34.0,0,1,0,0
1,1,1,32.0,1,1,39.6,0,0,0,14.8,0,1,0,0
1,1,1,94.0,1,1,22.0,0,0,0,21.0,0,2,0,0
1,1,1,58.0,1,1,34.2,0,0,0,32.2,0,1,0,0
1,1,1,116.0,0,1,20.0,0,0,0,18.0,0,1,0,0
1,1,1,47.0,1,1,34.0,0,0,1,25.0,0,1,1,1
1,1,1,77.0,1,1,24.0,0,0,0,22.0,0,2,0,0
1,0,1,76.0,1,1,27.0,0,0,1,21.0,1,6,1,1
1,1,1,60.0,1,1,36.38,0,0,1,28.94,0,2,1,1
1,1,1,47.0,1,1,35.0,0,0,0,30.0,0,2,0,0
1,1,1,999999.4,1,1,37.0,0,0,1,24.0,0,2,1,0
1,1,1,40.0,1,1,30.23,0,0,0,26.34,0,5,0,1
1,1,1,33.0,1,1,33.0,0,0,0,28.0,0,1,0,0
1,1,1,72.0,1,1,31.0,0,0,0,23.0,0,1,0,1
1,1,0,44.0,0,1,36.0,0,0,0,27.0,0,2,0,0
1,1,1,52.0,1,1,36.0,0,0,1,28.0,0,1,1,0
1,0,0,28.0,0,1,47.0,0,0,0,22.0,0,1,0,1
1,0,0,55.0,1,1,39.0,0,1,0,23.0,0,1,0,1
1,1,1,53.0,1,1,26.3,0,0,0,22.6,0,1,0,1
1,1,1,59.0,1,1,35.0,1,0,1,34.0,0,1,1,0
1,1,0,65.0,1,1,36.0,0,0,1,30.0,0,2,1,0
1,0,1,30.0,0,0,37.98,0,0,0,27.96,0,6,0,1
1,1,1,110.0,1,1,43.1,0,0,0,18.5,0,1,0,0
1,1,1,174.0,0,1,16.0,0,0,0,8.0,0,1,0,1
1,1,1,60.0,1,1,32.0,0,0,0,24.0,0,3,0,0
1,1,0,34.0,0,1,35.0,0,0,0,27.0,0,1,0,0
1,1,0,25.0,0,1,25.0,0,0,0,24.0,0,2,0,1
1,1,1,104.0,0,1,21.0,0,0,0,9.0,0,1,0,0
1,1,1,112.0,1,1,36.4,0,0,1,12.8,0,5,1,0
1,1,1,42.0,0,1,43.0,0,0,1,30.0,0,1,1,0
1,1,1,120.0,1,0,41.0,0,1,0,13.0,1,5,0,0
1,1,0,147.0,0,1,26.0,0,0,0,26.0,0,1,0,1
1,1,1,72.0,1,1,37.0,0,0,0,26.1,0,1,0,0
1,1,1,107.0,0,1,32.4,0,0,0,26.3,0,1,0,0
1,0,1,43.0,1,0,43.0,0,1,0,33.0,1,6,0,1
1,1,1,180.0,1,1,39.0,0,0,0,34.0,0,1,0,1
1,1,1,58.0,1,1,27.2,0,0,0,27.0,0,1,0,1
1,1,1,68.0,1,1,32.95,0,0,0,27.42,0,6,0,1
1,1,1,36.0,1,1,21.0,0,0,0,21.0,1,1,0,1
1,1,0,56.0,1,1,27.0,0,0,1,25.0,0,1,1,0
1,1,1,42.0,0,1,39.0,0,0,0,38.0,0,4,0,1
1,1,1,56.0,0,1,31.0,0,0,0,28.0,0,2,0,0
1,1,0,89.0,0,1,38.0,1,0,1,18.0,0,1,1,0
1,1,1,62.0,1,1,22.5,0,0,1,21.0,0,2,1,1
1,1,1,146.0,0,1,26.6,0,0,0,21.0,0,2,0,0
1,1,1,68.0,1,1,38.0,0,0,0,27.0,0,1,0,0
2,1,1,50.0,1,1,24.0,0,0,0,24.0,0,1,0,0
1,0,1,48.0,0,0,42.5,0,0,0,34.5,0,6,0,0
1,1,1,59.0,1,1,30.0,0,0,0,29.0,0,1,0,0
1,1,1,87.0,1,1,28.1,0,0,0,22.1,0,1,0,1
1,0,1,48.0,1,1,38.0,0,0,1,31.0,0,6,1,1
1,1,1,33.0,1,1,34.0,0,0,1,30.0,0,5,1,0
1,1,1,60.0,1,0,38.0,0,0,1,30.0,0,2,1,0
1,1,1,80.0,1,1,34.0,0,0,0,30.0,0,1,0,0
1,0,0,42.0,0,0,35.0,1,1,1,32.0,1,3,1,1
1,1,1,96.0,0,1,24.74,0,0,0,22.78,0,1,0,1
2,1,1,98.0,1,1,26.0,0,0,0,20.0,0,1,0,0
1,1,1,78.0,0,0,38.0,0,0,0,12.0,0,4,0,1
1,1,1,57.0,0,1,35.0,0,0,1,23.0,0,3,1,1
1,1,1,260.0,0,1,16.5,0,0,0,5.4,0,1,0,1
1,1,1,57.0,1,0,25.8,0,0,0,19.4,0,2,0,0
1,1,1,51.0,1,1,37.43,0,0,0,28.2,0,1,0,1
1,1,0,37.0,0,1,27.0,0,0,1,26.0,0,1,1,1
1,1,1,223.0,1,1,39.0,0,0,0,28.0,0,1,0,0
1,1,1,49.0,0,1,34.0,0,0,0,31.0,0,1,0,0
1,1,0,37.0,0,1,41.4,0,0,0,40.2,0,2,0,1
1,1,0,44.0,0,1,35.0,0,0,0,24.0,0,2,0,1
1,1,1,53.0,0,1,40.02,0,0,0,27.98,0,2,0,0
1,1,1,59.0,0,1,35.37,0,0,0,28.25,0,1,0,1
1,1,1,110.0,1,1,34.08,0,0,1,30.88,0,1,1,0
1,0,0,26.0,1,1,35.0,0,0,1,28.0,0,1,1,1
1,1,0,96.0,1,1,25.0,0,0,0,17.0,0,1,0,1
1,1,1,125.0,1,1,26.0,0,0,0,26.0,0,2,0,0
1,1,1,71.0,1,1,36.0,0,0,0,28.0,0,3,0,0
1,1,1,89.0,1,1,28.9,0,0,0,23.0,0,1,0,0
1,1,0,66.0,1,1,36.0,0,0,1,30.0,0,2,1,0
1,1,1,48.0,1,1,12.0,0,0,0,12.0,0,2,0,0
1,1,1,116.0,1,1,24.0,0,0,1,22.0,0,1,1,0
1,1,1,29.0,1,1,33.0,0,0,0,30.9,0,1,0,1
1,1,1,71.0,1,1,31.3,0,0,0,28.8,0,1,0,0
1,1,1,62.0,1,1,32.0,0,0,1,24.0,0,2,1,0
1,1,1,85.0,1,1,37.0,0,0,0,26.0,0,1,0,0
1,1,1,46.0,0,1,27.8,0,0,0,21.9,0,1,0,0
1,1,1,90.0,1,1,26.0,0,0,0,24.0,1,3,0,0
1,1,1,99.0,0,1,30.0,0,0,0,30.0,0,1,0,1
1,1,1,90.0,1,1,31.2,0,0,0,25.6,0,1,0,0
1,1,0,38.0,0,1,42.0,0,0,1,29.0,0,1,1,1
1,1,1,105.0,0,1,37.0,0,0,1,26.0,0,1,1,0
1,1,1,56.0,0,1,19.3,0,0,0,16.4,0,1,0,1
1,0,1,66.0,0,1,31.77,0,0,0,29.71,0,1,0,1
1,1,0,218.0,0,1,6.99,0,0,0,6.99,0,5,0,0
1,1,1,103.0,1,1,48.7,0,0,0,26.0,0,1,0,0
1,1,1,103.0,1,1,29.5,0,0,1,21.4,0,2,1,0
1,1,1,641.0,1,1,11.0,0,0,0,10.0,0,1,0,1
1,1,1,41.0,0,1,30.8,0,0,0,24.33,0,6,0,0
1,1,0,53.0,1,0,22.1,0,1,0,22.1,0,5,0,0
1,1,0,66.0,1,1,36.0,0,0,0,34.0,0,1,0,0
1,1,1,51.0,1,1,37.0,0,0,1,35.0,0,1,1,0
1,1,1,56.0,0,1,21.0,0,0,0,19.0,0,1,0,1
1,1,1,52.0,0,1,38.0,0,0,0,11.0,0,1,0,0
1,0,1,56.0,1,0,31.0,0,1,1,31.0,0,4,1,1
1,1,1,999999.4,1,1,25.0,0,0,0,25.0,0,1,0,0
1,1,1,52.0,1,1,37.02,0,0,0,36.09,0,1,0,0
1,1,1,56.0,1,1,39.0,0,0,1,30.0,0,1,1,0
1,1,1,164.0,1,0,20.0,0,0,0,15.0,0,6,0,0
