,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
1120,2363,1,1,1,250,1,1120,0,5,5.0,1,2.0,324.0,0.0,,,,,1.0,M,0,12.0,6.0,0,6667.0,15333.0,7408.0,19552.0,3465.0,500.0,0.0,240.0,1.0,1,16.0,2,2,0,12.0,13.0,2,180.0,,475.0,2,0,0,N,0,0,4.0,584.0,3.6,0,0,1,1,0,20.0,296.009,0,0
1121,2365,1,1,1,110,1,1120,0,5,5.0,1,2.0,58.0,0.0,,,,,1.0,M,0,10.0,2.0,0,2670.0,2000.0,2785.0,2016.0,1191.0,175.0,0.0,90.0,1.0,1,9.0,1,2,0,24.0,31.0,2,360.0,,180.5,2,0,0,N,0,0,4.0,103.2,3.6,0,1,1,0,0,16.0,243.1024,0,0
1122,2366,1,1,1,215,1,1120,0,5,5.0,1,2.0,114.0,0.0,,,,,1.0,M,3,15.0,15.0,1,9534.0,0.0,9534.0,0.0,2257.0,290.0,0.0,70.0,1.0,1,7.0,2,5,0,23.0,23.0,2,360.0,,298.0,2,0,0,N,0,0,4.0,1400.0,3.6,0,1,1,0,0,12.0,270.7136,0,0
1123,2367,1,1,1,120,1,1120,1,5,8.0,2,4.0,86.0,0.0,,,,,1.0,U,0,6.0,3.0,0,7200.0,0.0,7200.0,0.0,1314.0,149.8,0.0,39.4,1.0,1,1.0,1,2,0,18.0,20.0,1,360.0,,150.0,1,0,0,N,0,0,4.0,158.7,3.6,0,0,1,1,1,19.0,202.5212,0,0
1124,2369,1,1,1,50,1,1120,0,5,5.0,1,2.0,42.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,2187.0,0.0,3517.0,0.0,693.0,165.0,0.0,80.5,1.0,1,14.0,2,2,0,19.0,21.0,2,360.0,,167.5,2,0,0,N,0,0,4.0,214.3,3.6,0,1,1,1,0,12.0,262.2827,0,0
1125,2370,1,1,1,280,1,1120,0,5,5.0,1,2.0,157.0,0.0,,,,,1.0,M,2,10.0,3.0,0,10833.0,0.0,13633.0,0.0,3122.0,350.0,0.0,129.3,1.0,1,11.0,1,2,0,22.0,24.0,2,240.0,,362.0,2,0,0,N,0,0,4.0,337.9,3.6,0,0,1,0,0,20.0,278.0483,0,0
1126,2371,1,1,1,95,1,1120,0,5,5.0,1,2.0,57.0,0.0,,,,,1.0,M,0,42.0,42.0,0,2818.0,0.0,2818.0,0.0,1045.0,185.0,0.0,209.7,1.0,1,9.0,2,1,0,22.0,22.0,2,360.0,,190.0,2,0,0,N,0,0,4.0,577.1,3.6,0,1,1,1,0,12.0,222.5341,0,0
1127,2372,1,1,1,100,1,1120,1,5,5.0,2,2.0,68.0,0.0,,,,,1.0,U,0,3.0,0.4,0,3250.0,2083.0,3550.0,2083.0,969.0,170.0,0.0,4.9,1.0,1,11.0,2,3,0,17.0,25.0,2,360.0,,170.0,2,0,0,N,0,0,4.0,-47.1,3.6,0,0,0,0,1,20.0,368.5455,0,0
1128,2374,1,1,1,104,1,1120,1,5,5.0,1,2.0,49.0,0.0,,,,,1.0,U,0,10.0,1.6,0,3333.0,758.0,3333.0,758.0,1208.0,116.0,0.0,12.4,1.0,1,8.0,2,3,0,29.0,34.0,1,360.0,,125.0,1,1,0,N,0,0,4.0,14.2,3.6,0,0,1,1,1,13.0,467.1502,0,0
1129,2375,1,1,1,100,1,1120,0,5,5.0,1,2.0,49.0,0.0,,,,,1.0,M,1,13.0,8.0,0,3700.0,0.0,4050.0,0.0,1274.0,190.0,0.0,155.0,1.0,1,6.0,1,2,0,31.0,40.0,2,180.0,,229.0,2,0,0,N,0,0,4.0,214.1,3.6,0,1,1,0,0,12.0,222.5341,0,0
1130,2376,1,1,1,115,1,1120,0,5,5.0,1,2.0,56.0,0.0,,,,,1.0,M,1,4.5,4.5,0,3086.0,1153.0,3423.0,1276.0,1175.0,170.0,0.0,32.1,1.0,1,18.0,1,2,0,25.0,29.0,2,360.0,,172.5,2,0,0,N,0,0,4.0,95.2,3.6,0,0,1,0,1,16.0,210.4754,0,0
1131,2377,1,1,1,100,1,1120,0,5,5.0,2,1.0,58.0,0.0,,,,,1.0,M,0,6.0,5.0,0,2500.0,2009.0,2500.0,2309.0,1077.0,125.0,0.0,30.7,1.0,1,20.0,2,2,0,22.0,29.0,2,360.0,,143.0,2,0,0,Y,0,0,4.0,87.4,3.6,0,1,0,0,1,14.0,999999.4,0,0
1132,2378,1,1,1,60,2,1120,1,3,3.0,1,2.0,74.0,0.0,,,,,1.0,M,0,35.0,15.0,0,2400.0,1800.0,2400.0,3800.0,878.0,207.0,0.0,112.7,1.0,1,3.0,2,1,0,14.0,14.0,1,180.0,,215.0,1,0,0,N,0,0,2.0,307.5,3.6,0,0,0,1,1,12.0,270.9677,0,0
1133,2379,1,1,1,99,1,1120,1,5,5.0,1,2.0,50.0,0.0,,,,,1.0,M,0,6.0,6.0,0,2253.0,0.0,2253.0,0.0,893.0,99.0,0.0,2.0,1.0,1,30.0,2,1,0,31.0,41.0,2,360.0,,99.0,2,0,0,N,0,0,4.0,20.0,3.6,0,1,0,0,1,12.0,595.8912,0,0
1134,2380,1,1,1,100,1,1120,1,3,8.0,1,4.0,45.0,0.0,,,,,1.0,U,0,2.0,2.0,0,3250.0,0.0,3750.0,0.0,1054.0,115.0,0.0,28.1,1.0,1,6.0,2,1,0,28.0,37.0,1,360.0,3+3,115.0,1,0,0,N,0,0,4.0,37.1,3.6,0,0,0,0,0,15.0,373.3145,0,0
1135,2381,1,1,1,100,1,1120,1,3,8.0,2,4.0,26.0,0.0,,,,,1.0,U,0,1.0,0.9,0,1668.0,0.0,2168.0,0.0,953.0,105.0,0.0,47.6,1.0,1,6.0,2,5,0,43.0,43.0,1,360.0,3+3,105.0,1,0,0,N,0,0,4.0,42.9,3.6,0,0,0,0,0,14.0,373.3145,0,0
1136,2383,1,1,1,158,1,1120,0,5,5.0,1,2.0,67.0,0.0,,,,,2.0,M,2,18.0,0.6,0,4167.0,1447.0,4167.0,1447.0,1497.0,175.0,0.0,10.3,1.0,1,5.0,2,1,0,26.0,26.0,1,360.0,,175.0,1,0,0,N,0,0,4.0,36.8,3.6,0,0,1,1,0,15.0,225.4498,0,0
1137,2385,1,1,1,81,1,1120,1,5,8.0,2,4.0,40.0,0.0,,,,,3.0,U,0,1.6,1.6,0,3300.0,0.0,3320.0,0.0,776.0,85.0,0.0,13.5,1.0,1,8.0,2,5,0,23.0,23.0,1,360.0,,85.0,1,0,0,N,0,0,4.0,-6.8,3.6,0,1,1,0,1,18.0,445.2432,0,0
1138,2387,1,1,1,230,1,1120,0,5,5.0,1,2.0,128.0,0.0,,,,,1.0,M,4,15.0,0.75,0,7567.0,1416.0,9233.0,1416.0,2266.24,290.0,0.0,111.2,1.0,1,29.0,1,1,0,21.3,21.7,2,360.0,,360.0,2,0,0,N,0,0,2.0,295.753,3.2,0,1,1,1,0,18.0,191.3909,0,0
1139,2389,1,1,1,90,1,1120,0,5,8.0,2,4.0,37.0,1.0,,,,,1.0,S,0,7.0,7.0,0,2780.0,0.0,3124.0,0.0,1005.6,119.9,0.0,78.328,1.0,1,18.0,2,1,0,32.2,37.0,2,360.0,,123.0,1,0,0,N,0,0,2.0,122.752,3.1,0,1,1,0,1,15.0,257.2614,0,0
1140,2390,1,1,1,243,1,1120,0,5,5.0,1,2.0,95.0,0.0,,,,,1.0,M,2,6.0,0.25,0,3510.0,4416.0,3510.0,4416.0,2330.96,270.0,0.0,30.678,1.0,1,22.0,2,6,0,29.4,33.2,1,360.0,,270.0,2,1,0,N,0,0,2.0,82.497,1.8,0,0,1,0,0,999999.4,230.3032,0,0
1141,2391,1,1,1,96,1,1120,0,5,8.0,1,4.0,51.0,1.0,,,,,1.0,S,0,12.0,12.0,1,6000.0,0.0,6000.0,0.0,977.76,120.0,0.0,54.215,1.0,1,17.0,1,2,0,23.2,30.0,2,360.0,,122.0,2,1,0,N,0,0,2.0,301.465,3.2,0,1,1,0,1,12.0,257.2614,0,0
1142,2392,1,1,1,95,1,1120,0,5,5.0,1,2.0,46.0,1.0,,,,,1.0,M,0,5.0,1.5,0,2333.0,1516.0,2333.0,1516.0,1005.24,135.0,0.0,52.333,1.0,1,16.0,2,6,0,26.1,37.1,2,360.0,,138.0,2,0,0,N,0,0,2.0,66.032,3.2,0,0,1,0,0,12.0,271.3592,0,0
1143,2393,1,1,1,162,1,1120,0,5,5.0,1,2.0,79.0,1.0,,,,,1.0,M,0,10.0,7.0,0,3332.0,2669.0,3887.0,2669.0,1555.34,180.0,0.0,23.349,1.0,1,38.0,2,1,0,23.7,35.0,2,360.0,,193.0,2,1,0,N,0,0,2.0,20.581,4.3,0,1,1,0,0,999999.4,212.8153,0,0
1144,2394,1,1,1,35,1,1120,0,5,5.0,1,2.0,42.0,1.0,,,,,1.0,S,0,3.0,1.4,0,1516.0,1875.0,1516.0,1951.0,475.39,45.0,0.0,30.707,1.0,1,18.0,2,1,0,13.7,17.0,2,360.0,,153.0,2,0,0,Y,0,0,2.0,50.822,4.3,0,1,1,0,0,999999.4,219.8179,0,0
1145,2395,1,1,1,59,1,1120,0,5,5.0,1,2.0,69.0,0.0,,,,,1.0,M,2,12.0,12.0,0,3427.0,2296.0,3427.0,2296.0,705.5,65.0,0.0,10.3,1.0,1,13.0,2,6,0,12.33,26.18,2,360.0,,80.0,1,1,0,N,0,0,2.0,20.138,3.1,0,0,1,1,1,999999.4,193.8895,0,0
1146,2396,1,1,1,110,1,1120,0,5,5.0,1,2.0,63.0,1.0,,,,,1.0,M,2,13.0,13.0,0,4226.0,1040.0,4226.0,1040.0,1106.54,141.0,0.0,13.1,1.0,1,8.0,2,5,0,21.0,21.9,2,360.0,,148.0,2,0,0,N,0,0,2.0,45.326,8.9,0,0,1,0,0,12.0,244.2482,0,0
1147,2397,1,1,1,96,1,1120,0,5,5.0,1,2.0,38.0,1.0,,,,,1.0,M,1,13.0,13.0,0,3145.0,0.0,3145.0,0.0,1027.32,120.0,0.0,36.742,1.0,1,7.0,2,4,0,32.7,34.8,2,360.0,,120.0,1,1,0,N,0,0,2.0,65.45,3.1,0,1,0,1,1,16.0,235.5749,0,0
1148,2402,1,1,1,175,1,1120,0,5,5.0,1,2.0,59.0,1.0,,,,,1.0,M,1,14.0,0.25,0,2817.0,0.0,4291.0,0.0,1743.53,265.5,0.0,13.578,1.0,1,5.0,2,6,0,36.0,36.0,2,360.0,,258.0,2,0,0,Y,0,0,2.0,70.828,3.2,0,0,1,1,0,999999.4,229.6941,0,0
1149,2409,1,1,1,79,1,1120,0,5,5.0,1,2.0,55.0,1.0,,,,,1.0,M,0,28.0,28.0,0,2990.0,5202.0,4107.0,5202.0,1056.0,147.0,0.0,48.0,1.0,1,40.0,1,1,0,11.0,43.0,2,360.0,,147.0,2,0,0,N,0,0,1.0,348.0,3.2,0,0,1,1,0,18.0,257.5851,0,0
1150,2410,1,1,1,115,1,1120,0,5,5.0,2,1.0,51.0,3.0,,,,,1.0,M,0,999999.4,999999.4,0,0.0,0.0,8751.0,0.0,3196.0,582.0,0.0,186.0,2.0,1,35.0,1,3,0,22.0,27.0,1,360.0,,582.0,2,0,0,N,1,0,1.0,16110.0,3.6,0,1,1,1,0,18.0,237.0038,0,0
1151,2411,1,1,1,138,1,1120,0,5,5.0,1,2.0,56.0,1.0,,,,,1.0,M,0,10.0,2.0,0,3246.0,1417.0,3246.0,1417.0,1323.0,145.0,0.0,21.0,1.0,1,9.0,1,5,0,28.0,36.0,2,360.0,,145.0,2,1,0,N,0,0,1.0,129.0,3.2,0,0,1,0,1,18.0,219.1658,0,0
1152,2413,1,1,1,188,1,1120,0,5,5.0,1,2.0,86.0,0.0,,,,,1.0,M,0,9.0,2.0,0,7633.0,0.0,9328.0,0.0,1923.0,278.0,0.0,15.0,1.0,1,32.0,2,5,1,23.0,27.0,2,180.0,,278.0,2,0,0,N,0,0,1.0,10.0,1.8,0,0,1,0,1,18.0,219.1658,0,0
1153,2414,1,1,1,100,1,1120,1,3,3.0,2,1.0,43.0,1.0,,,,,1.0,S,0,5.0,5.0,0,1712.0,1648.0,1712.0,1901.0,1065.0,105.0,0.0,8.0,2.0,1,17.0,1,2,0,29.0,31.0,2,360.0,,106.0,2,1,0,N,0,0,2.0,77.0,3.6,1,1,1,0,1,16.0,322.9088,0,0
1154,2415,1,1,1,117,1,1120,0,5,5.0,1,2.0,47.0,0.0,,,,,1.0,M,0,0.5,0.5,0,1250.0,2665.0,1250.0,2665.0,1186.0,129.0,0.0,22.0,1.0,1,14.0,2,1,0,30.0,35.0,1,360.0,FTHB,133.0,2,1,0,Y,0,0,2.0,52.0,3.2,0,0,1,0,0,14.0,219.6162,0,0
1155,2417,1,1,1,126,1,1120,0,5,5.0,1,2.0,55.0,1.0,,,,,1.0,U,0,8.5,8.5,0,2550.0,2042.0,2550.0,2042.0,1297.0,140.0,0.0,10.0,2.0,1,19.0,2,6,0,28.0,36.0,2,360.0,,141.0,2,1,0,Y,0,0,1.0,52.0,3.1,0,1,1,0,0,12.0,237.5993,0,0
1156,2419,1,1,1,75,1,1120,0,5,5.0,1,1.0,76.0,1.0,,,,,1.0,M,3,10.0,0.5,1,4000.0,1413.0,4248.0,1400.0,160.0,175.0,0.0,27.0,1.0,1,18.0,2,6,1,25.0,26.0,1,360.0,FTHB,175.0,2,1,0,N,0,0,2.0,26.0,10.6,0,0,0,0,1,14.0,272.0225,0,0
1157,2421,1,1,1,123,1,1120,0,5,5.0,1,2.0,79.0,0.0,,,,,1.0,M,1,8.0,8.0,0,2158.0,1083.0,2158.0,1083.0,1014.0,117.0,0.0,17.0,1.0,1,11.0,2,1,0,31.0,36.0,2,360.0,MHFA,119.0,2,1,0,Y,0,0,1.0,50.0,3.2,0,0,1,1,0,12.0,215.4068,0,0
1158,2422,1,1,1,153,1,1120,0,5,8.0,2,4.0,70.0,3.0,,,,,1.0,M,1,15.0,6.0,0,4333.0,434.0,4333.0,434.0,1437.0,175.0,0.0,21.0,1.0,1,11.0,2,1,0,30.0,32.0,2,360.0,,177.0,2,1,0,N,0,0,1.0,53.0,3.2,0,1,1,1,1,20.0,288.6642,0,0
1159,2423,1,1,1,144,1,1120,0,5,8.0,1,4.0,24.0,0.0,,,,,1.0,M,3,10.0,0.8,0,4167.0,2038.0,4167.0,2038.0,1214.0,155.0,0.0,106.0,1.0,1,9.0,2,1,0,23.0,28.0,1,360.0,FTHB,157.0,1,0,0,Y,0,0,2.0,118.0,3.2,0,0,0,1,0,17.0,324.5283,0,0
1160,2426,1,1,1,97,1,1120,0,5,5.0,2,1.0,58.0,3.0,,,,,1.0,U,0,8.0,6.5,0,2695.0,2167.0,2695.0,2167.0,1122.0,121.0,0.0,17.0,2.0,1,41.0,1,1,0,23.0,34.0,1,360.0,,121.0,2,0,0,Y,0,0,1.0,45.0,2.0,0,0,1,0,0,17.0,320.4241,0,0
1161,2427,1,1,1,135,1,1120,1,5,5.0,1,1.0,73.0,1.0,,,,,1.0,U,0,9.5,1.5,0,3417.0,2500.0,3517.0,2565.0,1459.0,220.0,0.0,227.0,2.0,1,11.0,2,1,0,24.0,25.0,2,360.0,,220.0,1,0,0,N,0,0,1.0,-379.0,3.2,1,1,1,0,1,19.0,344.4615,0,0
1162,2428,1,1,1,133,3,1120,0,5,5.0,1,2.0,999999.4,,9,9.0,,,1.0,M,0,8.0,8.0,0,3750.0,0.0,4887.0,0.0,1256.0,118.0,0.0,63.0,1.0,1,4.0,2,1,0,26.0,35.0,2,360.0,,118.0,2,1,0,N,0,0,2.0,106.0,3.2,0,1,1,0,0,12.0,213.4624,0,0
1163,2429,1,1,2,55,1,1120,1,5,8.0,2,4.0,189.0,3.0,,,,,1.0,U,0,15.0,15.0,1,15759.0,0.0,15759.0,0.0,669.0,55.0,0.0,171.0,1.0,1,17.0,1,1,0,7.0,12.0,2,360.0,,79.0,1,0,0,N,0,0,1.0,366.0,3.2,0,0,1,1,1,17.0,300.456,1,0
1164,2430,1,1,1,135,1,1120,0,5,5.0,1,2.0,69.0,1.0,,,,,1.0,M,0,10.0,2.5,0,2917.0,2468.0,3317.0,2468.0,1553.0,220.0,0.0,139.0,1.0,1,20.0,1,1,0,32.0,33.0,2,360.0,,231.0,1,0,0,N,0,0,1.0,41.0,3.9,0,0,1,0,0,14.0,224.7775,0,0
1165,2432,1,1,1,122,1,1120,0,5,5.0,1,2.0,33.0,0.0,,,,,1.0,M,3,8.0,8.0,0,2775.0,0.0,2775.0,0.0,1128.0,152.0,0.0,118.0,2.0,1,2.0,2,1,0,17.0,26.0,1,360.0,,155.0,2,0,0,N,1,0,1.0,72.0,3.1,0,1,1,0,0,16.0,224.3828,0,0
1166,2435,1,1,1,113,1,1120,1,5,5.0,2,2.0,86.0,1.0,,,,,1.0,U,0,2.0,2.0,0,4083.0,3063.0,4083.0,3063.0,1396.0,158.0,0.0,83.0,2.0,1,25.0,2,1,0,20.0,20.0,2,360.0,,158.0,1,0,0,N,0,0,1.0,-670.0,1.8,0,1,1,0,1,16.0,999999.4,0,0
1167,2437,1,1,1,102,1,1120,0,5,5.0,2,1.0,67.0,3.0,,,,,1.0,U,0,7.5,3.5,0,2875.0,2700.0,2875.0,2700.0,1183.0,107.0,0.0,18.0,1.0,1,23.0,2,1,0,21.0,31.0,2,360.0,,107.0,1,1,0,N,0,0,1.0,50.0,1.8,0,0,1,0,0,16.0,216.4179,0,0
1168,2439,1,1,1,115,3,1120,0,5,8.0,1,4.0,60.0,,7,7.0,4.0,,1.0,U,0,6.0,6.0,0,4960.0,0.0,6045.0,0.0,1187.0,145.0,0.0,31.0,1.0,0,3.0,2,6,0,20.0,20.0,1,360.0,,125.0,2,0,0,N,0,1,1.0,57.0,10.6,0,0,1,0,0,12.0,249.0624,0,0
1169,2440,1,1,1,162,1,1120,0,5,5.0,1,2.0,70.0,0.0,,1.0,,,1.0,M,1,5.0,1.5,0,2958.0,1187.0,2958.0,1187.0,1199.0,142.0,0.0,15.0,1.0,1,17.0,2,1,0,29.0,37.0,1,360.0,,142.0,2,1,0,N,0,0,2.0,81.0,3.6,0,0,1,0,1,16.0,294.1215,0,0
1170,2442,1,1,1,104,1,1120,0,5,8.0,1,4.0,58.0,0.0,,,,,1.0,U,0,8.0,0.1,0,7500.0,0.0,13750.0,0.0,2338.0,350.0,0.0,151.0,1.0,1,16.0,1,1,0,19.0,31.0,1,360.0,,369.0,1,0,0,N,0,0,2.0,522.0,3.6,1,1,0,0,0,18.0,381.4504,0,0
1171,2443,1,1,1,125,1,1120,0,5,5.0,1,2.0,45.0,0.0,,,,,1.0,U,0,4.0,4.0,0,3779.0,1116.0,3779.0,1116.0,1367.0,200.0,75.0,60.0,2.0,1,31.0,2,1,0,28.0,38.0,1,360.0,1ST TIME,200.0,1,0,0,N,1,0,1.0,2366.0,3.6,1,0,1,0,0,22.0,306.9719,0,0
1172,2444,1,1,1,185,1,1120,0,5,5.0,1,2.0,295.0,1.0,,,,,1.0,M,0,13.0,13.0,1,9666.0,9666.0,14908.0,9666.0,2290.0,370.0,0.0,1211.0,1.0,1,37.0,1,1,0,9.0,29.0,1,360.0,,375.0,1,0,0,N,0,0,1.0,1420.0,3.6,0,0,1,1,0,16.0,257.0874,0,0
1173,2445,1,1,1,112,1,1120,0,5,5.0,1,2.0,59.0,1.0,,,,,1.0,M,0,8.0,8.0,0,3750.0,0.0,4887.0,0.0,1256.0,118.0,0.0,63.0,1.0,1,4.0,1,1,0,26.0,35.0,1,360.0,,122.0,2,1,0,N,0,0,1.0,106.0,3.6,0,1,1,0,0,12.0,221.7299,0,0
1174,2446,1,1,1,259,1,1120,0,5,8.0,2,4.0,125.0,0.0,,,,,1.0,U,0,6.0,3.0,0,10408.0,0.0,10408.0,0.0,2730.0,288.0,0.0,26.0,1.0,1,31.0,1,1,0,26.0,40.0,1,360.0,,288.0,2,1,0,Y,0,0,3.0,85.0,3.6,0,0,1,0,0,22.0,255.8014,0,0
1175,2448,1,1,1,150,1,1120,1,5,5.0,1,2.0,69.0,1.0,,,,,1.0,M,0,4.0,2.0,0,3542.0,2250.0,3542.0,2250.0,1574.0,163.0,0.0,17.0,1.0,1,14.0,2,1,0,23.0,34.0,1,360.0,,163.0,1,1,0,Y,0,0,1.0,47.0,3.2,0,1,0,0,0,16.0,253.8791,0,0
1176,2449,1,1,1,131,1,1120,0,3,3.0,1,2.0,57.0,0.0,,,,,1.0,M,0,10.0,3.0,1,5400.0,2167.0,5400.0,2167.0,1667.0,310.0,0.0,5.0,1.0,1,16.0,1,1,0,24.0,33.0,2,360.0,,310.0,2,0,0,N,0,0,1.0,386.0,10.6,0,0,1,0,0,12.0,219.6162,0,0
1177,2451,1,1,1,187,1,1120,0,5,5.0,1,2.0,114.0,1.0,,,,,1.0,M,1,9.0,9.0,0,9538.0,0.0,9538.0,0.0,2044.0,245.0,0.0,129.0,1.0,1,36.0,1,1,0,21.0,31.0,2,360.0,,245.0,2,0,0,N,0,0,1.0,170.0,1.8,0,0,1,0,1,16.0,193.6863,0,0
1178,2452,1,1,1,155,1,1120,0,5,8.0,2,4.0,41.0,0.0,,,,,1.0,U,0,3.0,1.0,0,550.0,0.0,1767.0,0.0,518.0,124.0,0.0,142.0,1.0,1,6.0,2,1,0,29.0,41.0,2,360.0,,129.0,1,0,0,N,0,0,1.0,158.0,3.2,0,0,1,0,1,18.0,294.1215,0,0
1179,2454,1,1,1,185,3,1120,0,5,5.0,1,2.0,86.0,,1,,,,1.0,M,2,6.0,2.0,0,5042.0,2083.0,5042.0,2083.0,1882.0,365.0,0.0,23.0,1.0,1,21.0,1,3,0,26.0,24.0,1,360.0,,373.0,2,0,0,N,0,0,1.0,60.0,3.6,0,0,1,1,1,16.0,306.8191,0,0
1180,2457,1,1,1,116,1,1120,1,5,8.0,1,4.0,32.0,1.0,,,,,1.0,U,0,2.0,2.0,0,2667.0,0.0,2667.0,0.0,1297.0,146.0,0.0,102.0,2.0,1,53.0,2,1,0,11.0,24.0,1,360.0,,155.0,1,0,0,N,1,0,1.0,-88.0,1.8,0,1,0,0,1,16.0,941.6667,0,0
1181,2459,1,1,1,118,1,1120,1,3,3.0,2,1.0,81.0,1.0,,,,,1.0,M,1,18.0,18.0,0,2229.0,3004.0,2817.0,3940.0,1191.0,148.0,0.0,26.0,2.0,1,39.0,1,6,0,20.0,38.0,2,360.0,,148.0,2,0,0,N,0,0,1.0,12.0,3.2,0,0,0,1,1,12.0,341.0539,0,0
1182,2462,1,1,1,171,1,1120,0,5,8.0,2,4.0,55.0,1.0,,,,,1.0,U,0,8.0,0.9,0,3833.0,0.0,4600.0,0.0,1671.0,185.0,0.0,26.0,1.0,1,14.0,2,2,0,31.0,33.0,2,360.0,,196.0,2,1,0,N,0,0,1.0,48.0,3.2,0,0,1,0,0,18.0,215.8176,0,0
1183,2463,1,1,1,104,1,1120,1,5,5.0,1,2.0,63.0,1.0,,,,,1.0,M,0,18.0,3.0,0,2167.0,2715.0,2545.0,2725.0,1328.0,149.0,0.0,40.0,1.0,1,13.0,1,1,0,17.0,32.0,2,360.0,,159.0,1,0,0,N,0,0,1.0,9.0,3.2,0,0,0,1,1,17.0,900.002,0,0
1184,2464,1,1,1,153,1,1120,0,5,5.0,1,2.0,62.0,1.0,,,,,1.0,M,0,5.0,5.0,0,3015.0,2188.0,3015.0,2188.0,1681.0,161.0,0.0,16.0,1.0,1,30.0,2,1,0,28.0,37.0,2,360.0,,169.0,2,1,0,Y,0,0,2.0,45.0,1.8,0,0,1,0,0,16.0,213.4607,0,0
1185,2465,1,1,1,94,1,1120,0,5,5.0,1,2.0,56.0,0.0,,,,,1.0,M,0,0.5,0.5,0,3699.0,3333.0,3699.0,3333.0,1610.0,195.0,0.0,37.0,1.0,1,22.0,1,2,0,23.0,38.0,2,360.0,,200.0,2,0,0,Y,0,0,1.0,588.0,3.2,0,1,1,0,1,20.0,310.7763,0,0
1186,2466,1,1,1,126,1,1120,0,5,5.0,1,2.0,56.0,1.0,,,,,1.0,U,0,6.0,3.0,0,2833.0,1857.0,2833.0,1857.0,1312.0,158.0,0.0,41.0,2.0,1,13.0,2,2,0,28.0,31.0,2,360.0,,160.0,2,0,0,N,0,0,1.0,68.0,10.6,0,1,1,0,0,16.0,213.7436,0,0
1187,2468,1,1,1,108,3,1120,0,3,3.0,2,1.0,43.0,,3,,,,1.0,U,0,20.0,20.0,0,2101.0,1500.0,2101.0,1500.0,1131.0,171.0,0.0,38.0,2.0,0,3.0,2,6,0,31.0,31.0,1,360.0,,181.0,2,0,0,Y,0,0,1.0,38.0,3.6,0,1,1,1,1,14.0,421.117,0,0
1188,2471,1,1,1,145,1,1120,1,5,5.0,1,2.0,74.0,1.0,,,,,1.0,M,0,10.0,3.5,0,3883.0,2529.0,3625.0,2529.0,558.0,153.0,0.0,14.0,1.0,1,23.0,2,1,0,26.0,35.0,2,360.0,,156.0,2,1,0,N,0,0,1.0,59.0,3.2,0,1,1,1,1,18.0,319.8996,0,0
1189,2472,1,1,2,116,1,1120,1,5,5.0,1,2.0,112.0,1.0,,,,,1.0,M,1,20.0,1.0,0,6000.0,3333.0,6000.0,3333.0,1141.0,146.0,0.0,65.0,2.0,1,23.0,1,1,0,29.0,31.0,2,360.0,,148.0,1,0,0,N,1,0,1.0,371.0,3.6,0,1,1,1,1,17.0,339.3979,1,0
1190,2473,1,1,1,60,1,1120,0,5,8.0,2,4.0,36.0,1.0,,,,,1.0,U,0,22.0,5.0,0,2725.0,0.0,2995.0,0.0,697.0,219.0,0.0,63.0,1.0,1,10.0,2,1,0,23.0,24.0,2,360.0,,219.0,2,0,0,N,0,0,1.0,261.0,3.6,0,0,1,1,1,16.0,232.164,0,0
1191,2475,1,1,1,100,1,1120,0,5,5.0,1,2.0,65.0,1.0,,,,,1.0,M,0,3.0,3.0,0,3000.0,2208.0,3250.0,2208.0,1075.0,125.0,0.0,8.0,1.0,1,16.0,2,1,0,16.0,35.0,2,360.0,,155.0,2,0,0,Y,0,0,1.0,11.0,3.6,0,0,1,0,0,13.0,186.4152,0,0
1192,2478,1,1,1,124,1,1120,0,5,5.0,1,2.0,49.0,1.0,,,,,1.0,U,0,3.0,3.0,0,2000.0,2060.0,2000.0,2060.0,1200.0,155.0,0.0,20.0,2.0,1,24.0,2,1,0,30.0,37.0,2,360.0,,158.0,2,0,0,Y,0,0,1.0,56.0,3.2,0,0,1,0,1,16.0,219.1658,0,0
1193,2479,1,1,1,133,1,1120,0,5,5.0,1,2.0,65.0,0.0,,,,,1.0,M,1,5.0,5.0,0,3815.0,1625.0,3815.0,1625.0,1420.0,140.0,0.0,13.0,1.0,1,7.0,2,1,0,28.0,30.0,1,360.0,FTHB,144.0,2,1,0,N,0,0,1.0,58.0,10.6,0,1,1,0,0,14.0,210.6348,0,0
1194,2480,1,1,1,130,1,1120,0,5,8.0,2,4.0,51.0,0.0,,,,,1.0,U,0,18.0,10.0,0,4285.0,0.0,4285.0,0.0,1339.0,140.0,0.0,16.0,1.0,1,12.0,2,1,0,31.0,31.0,1,360.0,FTHB,140.0,1,1,0,Y,0,0,1.0,29.0,3.2,0,1,1,1,1,17.0,233.188,0,0
