price,year,age,beds,baths,home_size,parcel_size,pool,dist_cbd,dist_lakes,x_coord,y_coord
152859,2000,0,4,2.0,1915,7228,0,10245.57,47.92,548230.8,1500255
173764,2004,3,4,3.0,1748,6561,0,13165.82,4645.81,568623.3,1504162
98625,2003,34,4,2.0,1657,8242,1,9641.0,1853.63,503880.4,1537648
287469,2002,0,5,3.0,2966,9426,0,22315.1,1614.32,606838.6,1517705
144555,2002,12,3,2.0,1998,10129,0,15554.85,771.09,581511.9,1551774
137927,2004,3,3,2.0,1504,5309,0,8788.86,1080.24,563674.2,1531727
86073,2004,35,3,1.5,908,7156,0,6957.54,290.46,513260.8,1538574
224110,2004,0,4,2.0,3114,7209,0,21841.55,907.29,583338.4,1478315
128616,2004,16,4,2.0,2027,14998,0,19160.51,723.6,501408.9,1584361
182947,2004,3,3,2.0,1976,6465,0,21513.21,489.91,602735.3,1550459
84827,2003,13,3,2.0,1000,7551,0,5087.48,42.01,525731.2,1517102
223086,2004,0,2,2.0,2142,11747,0,18495.69,290.89,480055.8,1557247
158319,2004,44,2,1.0,876,10775,0,3050.6,379.68,544433.8,1528246
144693,2003,1,3,2.0,1558,5500,0,16040.83,278.77,586462.5,1541406
94548,2000,5,2,2.0,1199,7577,0,16874.49,673.57,498716.3,1573079
238994,2002,32,3,2.0,1761,7473,0,7340.53,633.83,540113.5,1554604
152387,2003,11,4,2.0,1630,9753,1,18077.16,6038.57,523333.7,1472895
116050,2005,46,3,1.0,1000,8542,0,9712.44,2259.13,517280.1,1504492
108637,2001,21,3,2.0,1873,6538,0,15830.23,2729.67,511745.5,1484557
110893,2002,13,3,2.0,1430,5504,0,11633.07,1993.87,572760.3,1535505
84697,2003,39,4,2.0,1605,14045,0,8898.92,2189.5,556461.4,1550728
114534,2003,13,3,2.0,1318,8151,0,7563.22,1233.49,524179.4,1508680
91077,2001,13,3,2.0,1463,7500,0,18728.88,5116.97,540479.5,1469890
103981,2004,13,3,2.0,1326,3599,0,11909.59,1704.95,573627.2,1535898
97380,2001,4,3,2.0,1170,5471,0,19290.11,1436.6,596757.1,1544285
105302,2004,0,3,2.0,1232,6450,0,4148.98,214.17,521222.2,1530824
192886,2000,40,3,3.0,1612,18079,0,2615.45,100.68,540212.3,1524406
144827,2004,14,3,2.0,1463,8248,1,19173.36,4750.79,541062.8,1468480
155401,2004,2,3,2.0,1379,4606,0,23398.94,424.65,458961.6,1519230
145810,2004,26,3,2.0,1490,8111,0,16467.9,4403.66,523191.1,1478320
270900,2001,7,5,3.0,3342,9562,1,12152.55,489.66,495856.7,1522652
237740,2003,0,4,3.0,3321,9320,0,13559.47,4718.66,569144.6,1502754
47615,2004,44,3,1.0,821,6744,0,3484.75,445.53,529641.4,1520909
325910,2001,1,4,3.5,2988,9773,1,14579.68,2992.65,581384.6,1520013
106909,2002,2,3,2.0,1310,6752,0,20184.01,168.47,490525.0,1580338
123399,2003,4,3,2.0,1400,5250,0,11406.26,2208.1,572020.4,1535394
163542,2004,1,4,2.0,1557,5142,0,13805.55,3925.94,578464.4,1518870
61685,2000,31,3,1.0,1195,7873,0,9885.12,1200.33,529747.3,1499057
110825,2002,17,3,2.0,1205,15755,0,11295.79,515.99,570191.9,1542248
278197,2003,14,4,2.5,2374,49256,1,21448.53,163.43,464837.0,1523664
54584,2000,35,3,1.0,920,7102,0,4502.31,230.73,526934.3,1543584
103316,2003,7,4,2.0,1655,5095,0,13270.67,2749.97,541596.1,1488072
100301,2000,1,3,2.0,1823,4498,0,17409.06,808.84,503341.5,1578769
225417,2001,41,3,2.0,1699,6227,0,8279.02,177.02,548900.7,1554346
81121,2000,25,2,1.0,974,10253,0,2800.72,106.45,543139.8,1527155
250224,2002,0,4,3.0,2720,9100,1,16176.91,1893.03,586766.1,1520050
135406,2000,20,2,1.0,1058,6786,0,3129.07,700.21,529352.6,1539780
206491,2002,7,4,3.0,2667,8625,0,20900.66,771.22,599534.5,1553889
423960,2003,0,5,4.0,3877,19126,0,11828.77,764.92,497752.3,1519614
192959,2004,5,3,2.0,1692,6057,0,13792.0,744.34,577165.8,1547132
127736,2004,0,3,2.5,1347,1869,0,20494.97,898.06,467580.7,1530069
211414,2002,18,4,2.0,2338,14702,1,12969.93,81.66,499551.2,1507288
67157,2001,42,3,2.0,1064,10250,0,8487.72,2048.61,561861.1,1524342
244446,2002,29,4,2.5,3231,13682,0,7516.8,23.02,544178.5,1508265
176619,2001,0,4,2.5,2070,7212,0,9809.71,136.86,536578.9,1498950
229274,2004,0,4,3.5,2599,7800,0,23167.25,533.71,469153.9,1492797
318482,2003,0,5,4.0,3892,16978,0,13068.35,4782.12,570317.2,1507001
348182,2004,27,4,2.0,2927,13670,0,5255.37,564.25,540274.4,1514729
44920,2000,24,2,1.0,931,6850,0,5329.76,285.47,518522.9,1524785
39619,2000,31,4,2.0,1160,6457,0,11827.82,3423.16,513643.7,1498575
198528,2005,19,2,1.5,886,7440,0,2433.96,637.95,541556.3,1535417
299546,2001,0,4,3.0,2860,8322,1,21155.74,1265.33,604154.5,1527120
369254,2003,3,5,4.0,3154,12922,1,12162.2,265.76,497117.0,1518039
203618,2004,0,3,2.0,2395,11581,0,21184.3,68.36,466642.5,1517553
129057,2002,4,3,2.0,1944,5679,1,20493.16,5474.33,537083.4,1463878
127207,2003,33,2,1.0,904,6796,0,3014.97,486.79,542335.0,1524641
81763,2004,32,3,2.0,1176,14684,0,7531.32,1042.08,510950.8,1524739
155598,2005,17,4,2.0,1947,13463,0,19098.1,665.49,501589.3,1584232
178033,2003,3,4,2.5,2337,7102,0,20540.38,3288.27,544538.0,1464387
386321,2003,0,4,4.0,3522,13372,1,16192.09,379.19,482376.3,1522614
136825,2004,17,3,2.0,1128,13900,0,10958.62,361.22,498877.3,1530407
219875,2002,0,3,2.0,2368,39080,0,25534.48,264.75,617207.1,1546525
111711,2004,20,2,1.0,1036,9232,0,7943.9,989.42,560316.7,1536619
184300,2004,0,4,2.0,2293,6999,0,19396.44,1079.1,598337.4,1535569
106094,2005,52,3,1.0,1106,12716,0,7499.77,436.56,559450.3,1531029
67677,2000,30,3,2.0,1581,45078,0,22610.66,824.25,608746.5,1537730
124411,2003,15,3,2.5,1654,6240,0,14985.39,585.4,504776.3,1570017
123410,2000,9,2,2.0,1259,9970,0,23527.55,308.39,486801.9,1591555
526571,2002,0,5,5.0,4086,46278,1,14089.43,623.75,490075.6,1519492
211702,2004,0,6,3.0,2722,7066,0,13703.4,5412.64,572080.1,1505887
222834,2000,2,4,2.5,2672,8822,1,20229.26,8100.4,527827.6,1465077
104318,2001,7,3,2.0,1521,5201,0,24170.26,955.85,485182.3,1592961
376921,2004,11,4,2.5,3112,42906,1,13524.59,686.54,492270.8,1518512
121867,2001,12,3,2.0,1684,7500,0,18726.79,5136.56,540404.5,1469890
108748,2001,10,3,2.5,1566,4201,0,13607.64,859.72,490192.6,1532287
249526,2005,2,4,3.0,2411,6296,0,15166.02,1617.93,584514.8,1528011
669517,2005,10,4,4.0,4144,36763,1,17349.86,423.07,478840.6,1520763
117939,2001,0,4,2.0,1884,6819,0,22011.01,458.09,491849.8,1589155
199186,2002,30,2,2.0,1680,14138,0,4317.7,30.21,533137.9,1517068
159915,2002,1,4,2.5,1931,6086,0,19985.64,3193.07,545762.3,1466422
168456,2002,1,4,2.0,2150,8993,0,20738.5,111.7,602893.8,1531955
201472,2001,9,4,2.0,2489,8918,1,19792.62,6906.53,524371.9,1466988
149020,2003,0,3,2.5,1756,1920,0,19885.16,4069.48,542501.9,1466287
154623,2000,0,3,2.5,1911,2558,0,17689.55,1349.69,573254.4,1487573
80050,2000,44,3,1.5,1012,9888,0,7240.17,868.25,558261.9,1527114
186483,2005,18,3,2.0,1800,9812,0,12983.06,96.49,492561.3,1536428
197627,2003,0,3,2.5,2908,5353,0,19956.69,7544.43,530512.1,1465744
265637,2003,0,5,3.0,3026,10313,1,12943.63,4656.03,570014.3,1507284
51989,2004,34,2,1.0,860,5139,0,1677.41,1141.99,530460.1,1527735
147884,2004,21,4,2.0,2165,12189,1,12241.69,338.21,495332.5,1538419
331139,2002,0,4,3.0,3269,9415,0,17265.03,1012.82,570765.8,1487282
147333,2000,0,3,2.0,1705,8151,0,24144.96,333.86,478379.5,1586704
36567,2004,31,2,1.0,744,13820,0,14808.4,716.34,501056.9,1566040
163074,2002,0,4,2.5,1627,7904,0,13430.99,472.5,491164.2,1537079
144856,2002,0,4,2.0,1470,5435,0,14561.61,5074.49,578956.3,1512730
188324,2000,32,3,2.0,2303,10401,0,7737.21,1531.69,555371.9,1546034
288528,2004,0,4,3.0,2682,6000,1,20189.95,453.76,484501.6,1488003
190018,2001,0,5,3.0,2754,5820,0,21528.91,506.02,602788.7,1550459
175845,2001,34,3,2.5,1586,9900,0,2787.08,344.59,539829.6,1538762
148735,2004,24,3,2.0,1873,7250,0,16477.58,2751.39,511467.9,1482329
159284,2003,4,4,2.0,2093,7592,0,20233.18,8163.15,528035.8,1465042
235353,2001,0,4,3.0,2545,11254,0,20939.88,162.25,494634.4,1586836
80453,2004,16,3,2.0,1235,7662,0,9324.53,747.86,504234.5,1531029
49098,2005,50,3,1.0,1298,6748,0,5134.51,510.69,527555.8,1515900
110732,2000,0,3,2.0,1462,7308,0,24104.16,504.12,477970.3,1586092
165698,2003,14,3,2.0,2368,10125,0,14909.21,124.62,578947.6,1552275
205383,2004,8,4,2.0,2363,8250,0,14099.81,210.53,490800.0,1545316
87275,2004,32,3,1.5,1363,7501,0,9197.38,831.05,533003.6,1500968
216560,2003,3,3,2.0,1953,13803,1,20176.94,810.09,601020.2,1533280
194793,2002,0,4,3.0,2495,10529,0,25000.56,1083.17,616450.9,1539546
281810,2000,10,3,2.0,2217,8754,0,2807.8,509.36,528878.1,1538127
131289,2002,41,3,2.0,1494,10125,1,4917.82,503.03,543871.8,1517724
209966,2003,2,4,2.0,2062,7534,1,20183.79,7860.06,529349.6,1465083
103294,2002,11,3,2.0,1191,4806,0,10217.04,653.67,501337.4,1529520
140059,2002,17,4,2.0,1514,11942,1,17225.61,5156.7,522425.7,1475943
148968,2003,3,4,2.0,1929,5251,0,19350.85,7627.98,529200.9,1467840
52075,2004,34,3,1.5,1050,9741,0,17639.58,771.68,491635.1,1569642
461828,2003,33,4,3.0,3004,19711,0,9245.72,31.54,543695.6,1502076
98963,2003,17,3,1.5,950,11101,0,9427.43,853.75,532899.0,1500218
280616,2005,8,4,3.0,2448,11878,0,20736.97,443.2,599366.0,1552726
390718,2004,9,4,3.0,3309,22169,1,13445.95,409.8,496776.8,1508763
243567,2004,0,4,3.0,2757,10811,0,21757.47,203.76,485939.1,1583133
273101,2002,0,4,3.0,3661,7249,0,23041.31,813.38,459725.3,1522306
126362,2004,21,3,2.0,1440,7899,0,13232.01,132.18,573653.7,1550568
120549,2002,13,3,2.0,1409,6050,0,18362.78,6343.66,523842.5,1471843
156054,2001,0,4,2.5,1948,6091,0,20225.77,3349.54,544714.6,1465457
242742,2001,8,3,2.0,2253,10885,0,10114.5,17.89,502166.4,1525203
202501,2004,0,3,2.0,1922,5680,0,19130.82,1494.07,579459.5,1486928
145629,2003,0,3,2.0,1950,5488,0,17109.5,5128.49,525252.9,1475770
152509,2003,0,3,2.0,1468,5916,0,21077.71,3442.25,543622.2,1462482
128290,2001,16,3,2.0,1554,14551,1,10289.71,3429.91,567908.4,1524265
132027,2002,0,3,2.0,1135,5248,0,6652.95,461.6,528126.5,1551876
177663,2003,18,3,2.0,1619,6057,0,15685.23,370.75,497054.6,1496133
122942,2003,13,3,2.0,1377,21974,0,15033.1,298.34,487469.3,1544903
144738,2003,0,4,2.0,1846,5572,0,16194.05,643.06,586502.5,1543561
148095,2004,11,3,2.0,1472,8453,0,15169.68,145.5,506941.4,1572335
209070,2004,0,4,3.0,2280,10305,0,23373.06,1125.76,491197.0,1594180
130864,2005,31,3,2.0,1125,10381,0,9076.89,1665.02,562890.9,1541117
123944,2001,4,3,2.0,1625,5999,0,18172.58,1652.45,594410.2,1528255
125206,2001,7,3,2.0,1490,13752,0,11236.51,408.01,497964.9,1531774
164215,2000,40,3,2.0,1364,6560,1,1577.82,427.75,540014.8,1531098
9982,2000,50,2,1.0,826,6749,0,5081.14,542.21,527554.6,1516095
180034,2002,5,4,2.5,2614,14086,0,18759.51,6922.07,527493.0,1469969
227293,2001,1,4,2.5,2852,10005,0,13451.91,331.51,490695.3,1530288
123370,2000,28,3,1.0,1325,7687,1,3650.08,250.64,546069.1,1526934
152892,2001,8,3,2.0,2044,7876,0,17027.09,269.95,590452.2,1525648
818670,2002,12,5,2.5,3553,24025,0,16666.73,22.2,490755.1,1498185
659883,2004,5,4,3.0,3594,14230,1,18473.06,596.96,482574.4,1500366
175186,2001,4,3,2.0,2132,6600,0,19527.95,4558.77,517088.5,1469514
223397,2004,0,4,2.5,2460,6000,0,20663.47,236.58,473936.1,1501261
88906,2002,26,3,2.0,1512,9180,0,10997.42,780.42,506741.9,1553756
59660,2002,11,2,1.0,916,10496,0,6438.13,845.35,530120.2,1551694
356268,2003,0,4,4.0,3906,27284,1,26454.54,2082.75,487475.4,1603864
49475,2003,40,3,1.5,925,5998,0,18714.18,1029.83,473867.0,1538517
93484,2001,23,3,2.0,1244,9153,0,9076.74,770.81,513519.8,1551907
204879,2003,2,5,2.5,2682,6727,0,21112.98,1843.04,603859.6,1525001
166651,2004,0,3,2.5,1605,2087,0,22406.1,1216.26,607356.1,1518915
309641,2002,7,4,4.0,3147,98998,1,28717.1,2496.23,628402.4,1519658
132026,2003,17,3,2.0,1543,10809,1,9820.84,594.63,512629.4,1554458
84778,2003,46,2,1.0,919,9947,0,5591.69,268.88,548158.8,1518476
147331,2004,0,3,2.0,1412,7034,0,11223.57,2395.38,571445.5,1535174
176783,2001,0,4,2.0,2203,6663,0,14325.42,3209.38,580525.7,1520010
172800,2002,10,3,2.0,1932,8531,1,19913.03,6172.48,521798.8,1467058
199799,2002,0,4,3.0,2343,5986,0,21128.79,3073.23,508994.9,1466749
192924,2004,26,4,2.0,1551,37427,1,6992.88,782.41,555292.9,1520693
443372,2004,2,5,3.5,3543,9912,1,20078.38,383.7,486119.8,1486724
221772,2003,0,4,3.0,2572,11737,1,17035.29,61.51,478956.0,1529307
82532,2001,41,3,1.5,1728,6493,0,8733.83,561.39,506176.1,1531559
136120,2004,14,3,2.0,1571,6628,0,9536.7,1809.12,565912.3,1534829
122846,2003,10,3,2.0,1308,6600,0,11589.17,3342.35,568962.9,1514303
136571,2001,14,4,2.5,2008,7573,0,11350.57,409.38,567131.8,1549657
78438,2000,19,3,2.0,1245,5984,0,11089.99,520.47,519372.5,1564046
152137,2000,1,3,2.0,1853,8692,0,13504.35,401.49,491365.4,1539734
99167,2004,21,3,2.0,1158,7563,0,9864.98,529.07,520904.6,1560323
333835,2003,0,3,2.5,2549,5400,0,4974.53,290.04,550297.2,1536339
135617,2004,19,4,2.0,1948,8183,0,11375.62,492.68,499145.1,1542051
220328,2003,1,4,2.0,2019,13500,0,19748.08,330.18,476039.1,1503830
115484,2000,3,4,2.0,1802,5499,0,19201.48,4905.06,518551.2,1470220
209001,2003,37,3,2.5,1952,11442,0,10355.49,322.47,550683.8,1561163
151604,2004,0,3,2.0,1734,5505,0,15574.57,769.1,584863.6,1541587
102510,2000,4,3,2.0,1466,5611,0,15266.74,776.65,499037.0,1566153
146155,2001,6,4,2.0,1924,5000,0,17768.07,1842.97,593150.3,1530968
184268,2000,0,3,2.0,1821,14171,0,22323.03,50.21,461641.0,1534248
165874,2003,0,4,2.0,1973,10370,0,16547.65,3064.11,586976.3,1515904
84440,2001,39,4,2.0,1267,8628,0,7437.81,853.81,512955.8,1541920
164013,2003,0,3,2.0,1704,5941,0,13083.41,4847.13,573633.5,1512698
131372,2004,16,3,2.0,1406,5882,0,9395.77,1666.09,565664.6,1531814
222247,2003,31,3,2.0,1912,16917,0,11546.32,25.0,565752.3,1552848
188885,2002,23,4,2.0,2488,17243,1,11485.91,4339.05,571962.8,1524568
112863,2001,5,3,2.0,1566,8799,0,20399.49,489.74,493202.9,1583530
197261,2004,0,4,2.0,2202,10079,1,22893.85,602.27,460890.5,1517761
72093,2004,44,3,2.0,1000,8621,0,11463.55,3317.21,512858.0,1500562
95518,2005,45,2,1.0,1394,7000,0,8968.83,221.08,505445.3,1529490
110903,2003,15,2,2.0,1343,6599,0,18295.08,6287.35,524199.8,1472004
245591,2002,0,4,3.0,2813,9339,0,20745.96,8018.51,528608.4,1463296
187587,2004,0,3,2.0,1886,7239,0,22833.42,488.19,460273.6,1523592
333309,2005,7,4,3.0,3347,29010,1,25480.71,921.52,491400.3,1602559
213526,2004,4,4,3.0,2334,6970,0,21584.21,3511.1,509810.8,1464827
119499,2001,0,3,2.0,1503,6741,0,13865.7,2587.69,580242.7,1528077
358632,2004,0,5,4.0,3451,18363,1,20101.56,314.31,469063.5,1526223
436348,2000,41,4,2.0,2811,26073,0,7555.55,266.31,541603.8,1554953
132223,2003,23,2,1.0,1105,6634,0,2839.1,675.6,544149.5,1530801
222995,2004,5,3,2.0,1884,8148,1,22522.34,203.28,489325.0,1589346
141147,2000,13,4,2.0,2070,10920,1,14191.06,167.81,575542.8,1553729
183598,2003,0,4,2.0,1990,9001,0,16945.14,151.19,479247.8,1529444
203788,2002,0,4,2.0,2165,6055,1,20973.38,3333.45,510360.9,1466762
144675,2004,17,4,2.5,1766,10773,0,11890.05,559.09,496505.5,1538413
675562,2004,1,5,5.0,4802,12023,1,17200.67,401.37,493355.3,1492808
132310,2002,14,3,2.0,1475,4700,0,13879.55,147.85,501771.8,1499768
48690,2001,51,2,1.0,720,3423,0,5868.53,498.73,542417.0,1548803
299401,2004,0,7,4.0,4014,8097,1,21395.81,325.68,605052.6,1530356
260606,2004,0,4,3.0,2590,11509,0,18654.1,609.13,477908.5,1553616
143154,2003,0,4,2.0,1470,4804,0,14780.22,5544.51,578907.2,1510830
100657,2000,22,3,2.0,1487,6504,0,16493.37,4421.71,522721.1,1478340
135833,2003,0,4,2.0,1780,10555,0,11815.65,140.84,500946.8,1549950
92422,2004,39,3,2.0,1288,9437,1,6949.78,604.07,512636.6,1536333
405520,2003,0,5,4.0,3371,11460,1,20238.33,246.2,478497.9,1495916
171609,2003,4,4,3.0,2199,9650,0,13679.94,461.03,490717.9,1539422
223129,2001,15,4,2.5,2260,11657,1,10133.6,426.94,550585.0,1560391
108150,2003,10,3,2.0,1244,5764,0,7956.8,191.78,560870.7,1533135
146006,2003,14,3,2.0,1684,7502,0,17074.21,4997.99,521302.6,1476720
124565,2001,0,3,2.0,1781,9213,0,11763.35,359.5,496602.1,1536448
126725,2003,22,3,2.0,1374,8311,0,16523.46,4465.17,520413.1,1478822
46194,2000,48,3,2.0,1455,10414,0,7295.24,992.41,511369.4,1535846
223262,2005,4,3,2.5,2129,5254,0,19958.7,3494.44,544589.3,1466324
156643,2004,0,4,2.0,1968,6123,0,12788.04,656.26,498920.4,1552818
38975,2001,40,3,1.0,1021,7998,0,8407.26,571.31,507248.4,1531581
197870,2005,34,3,2.0,1155,6519,0,8769.19,284.02,549528.1,1555845
194987,2001,36,3,2.0,1675,8959,0,4095.66,688.88,531768.9,1544198
118213,2003,4,3,2.0,1292,4501,0,12280.75,4126.69,566290.1,1505895
194108,2000,7,3,2.0,1383,9491,0,10038.29,22.03,502372.2,1525475
316812,2003,13,4,3.0,2425,21876,1,12296.14,339.52,496459.1,1518618
85844,2001,15,3,2.0,1293,3600,0,15690.97,335.83,500149.3,1569160
174171,2003,0,3,2.0,1916,7257,0,17136.62,5152.9,525188.4,1475690
83112,2002,72,2,2.0,2157,33455,0,8878.95,233.55,539494.7,1502332
180680,2002,2,4,2.5,2370,6233,1,20227.34,3769.28,543155.9,1465236
261223,2004,2,4,2.0,2019,13804,0,19655.19,288.38,476508.8,1503546
116047,2004,18,3,2.0,1209,5086,0,11847.6,3587.19,569613.4,1513706
108154,2001,7,3,2.0,1478,5250,0,19183.17,1307.61,596491.7,1543840
169209,2000,4,3,2.5,1280,6615,0,2655.85,525.34,541675.9,1536501
232488,2004,0,4,3.0,2591,12464,0,25987.94,1022.32,485648.6,1600778
267369,2003,2,3,4.0,2649,9000,1,14061.7,200.21,576008.6,1551946
203655,2003,0,4,3.0,2891,10962,0,14833.08,407.4,491801.4,1553855
79663,2004,48,3,2.0,1388,18000,0,8648.86,423.09,517082.8,1553245
81311,2000,17,4,2.0,1438,14526,0,8311.23,940.97,507603.6,1532741
235969,2002,33,3,4.0,2635,10506,1,16356.87,31.14,491811.4,1498994
263789,2001,0,4,3.0,2584,25804,1,25282.56,929.13,488192.7,1599723
194489,2000,0,4,3.0,2208,10111,0,12252.08,4704.5,573632.7,1520526
62872,2001,23,3,2.0,925,10114,0,8485.9,991.27,562680.1,1530491
126821,2000,6,3,2.0,1760,10177,0,18689.7,1994.89,596030.9,1526894
181334,2003,23,3,2.0,1184,4199,0,2364.22,704.69,541517.8,1535070
96790,2000,11,3,2.0,1328,5445,0,9647.31,88.07,514541.4,1555400
103667,2004,44,2,1.0,1347,7778,0,7288.76,504.56,558553.7,1534215
246438,2005,38,4,2.5,2274,10634,0,7152.96,880.77,553262.3,1545644
188838,2002,0,3,2.0,2082,6629,0,15032.71,3016.54,582552.1,1518555
102598,2004,20,3,1.0,1056,11945,0,7478.72,954.23,527880.3,1554636
125024,2000,2,3,2.0,1895,15149,0,14996.49,3692.63,581771.9,1516284
169522,2005,12,3,2.0,1373,5723,0,11821.96,3869.21,571174.4,1517499
147361,2002,3,3,2.5,1822,4857,1,20402.41,5362.21,537506.9,1464191
23941,2002,72,1,1.0,558,19747,0,9751.75,456.49,522158.5,1560484
146081,2001,0,4,2.0,1985,9750,0,19096.85,366.15,474709.5,1548787
137212,2003,9,3,2.0,1422,7998,0,13314.77,338.66,493205.4,1544380
109087,2000,31,3,1.0,1372,11165,0,4005.48,167.99,537368.6,1543997
43192,2002,51,2,1.0,800,8421,0,8467.24,651.27,535411.4,1503314
72763,2005,75,2,1.0,901,6460,0,6437.29,283.99,555217.4,1536662
82773,2001,36,3,1.0,984,6795,0,6419.87,473.72,549461.3,1515930
138473,2003,15,4,2.0,1771,13644,0,11831.71,30.08,525334.1,1493447
155807,2001,24,3,2.0,2376,10938,1,6174.46,359.74,552354.7,1520912
163163,2003,0,3,2.5,1944,3622,0,23104.97,2358.65,608851.6,1514609
163033,2000,0,4,3.0,2274,6497,0,20243.25,561.74,601271.6,1531638
131016,2003,0,2,2.0,1093,4283,0,22213.9,404.79,466774.4,1504969
66940,2000,42,3,2.0,1532,8075,1,7918.0,1403.66,509677.1,1537602
156682,2004,0,4,2.0,2091,13252,0,24237.31,715.4,490578.1,1597196
82520,2001,15,3,2.0,1135,3600,0,15656.46,355.33,500382.1,1569218
204657,2002,0,4,3.0,2184,15835,1,19642.94,228.36,476273.7,1504145
86416,2001,14,3,2.0,1570,7195,0,10766.9,350.23,503523.0,1547477
209779,2004,0,3,3.0,2547,9356,0,18083.26,673.49,481788.9,1557710
210603,2004,1,5,2.5,2312,6985,0,24949.49,1474.57,616412.4,1538182
87812,2004,44,3,2.0,1000,6504,0,11560.19,3400.08,513202.1,1499930
121996,2003,3,3,2.0,1432,4500,0,12521.91,4331.87,567097.7,1505639
426981,2000,0,5,4.0,3478,12417,1,13451.75,335.29,495200.3,1511655
122406,2001,0,4,2.0,1868,5501,0,19761.83,1993.12,470078.2,1534683
209342,2004,2,4,2.5,2905,6077,0,13237.43,621.18,498801.3,1555372
169725,2001,0,4,3.0,2395,5749,1,21343.67,1795.21,604001.1,1520003
72991,2003,19,3,1.0,984,14515,0,24214.59,359.46,492301.7,1598228
197689,2001,0,4,2.5,3057,5663,0,20428.36,3307.81,544595.8,1464767
361035,2003,4,4,3.0,4131,15407,0,20017.99,628.22,479836.4,1495164
109842,2001,0,4,2.0,1220,4950,0,8791.76,1228.8,563685.4,1530553
175717,2004,19,4,2.0,1664,7498,1,17725.76,5487.54,521244.0,1474533
225739,2004,0,4,3.0,3062,8830,0,20844.29,7983.8,528694.0,1462964
176655,2003,3,5,4.0,3443,6286,0,19235.73,7553.74,529740.1,1468173
230784,2003,4,3,3.0,2530,9242,1,20731.39,8014.12,526823.6,1463532
158701,2002,0,3,2.0,1639,5175,0,22618.22,696.89,608285.4,1520345
214803,2004,0,6,2.5,2960,6750,1,21501.35,219.45,605402.6,1530897
205256,2003,0,5,2.0,2740,5903,0,22646.01,237.25,608626.8,1522214
100378,2002,37,3,2.0,1994,7902,0,10673.34,3088.52,569820.8,1529322
111831,2000,2,3,2.0,1451,7507,0,12900.39,291.13,504483.8,1560624
363725,2001,3,4,3.0,3153,11580,1,12411.82,357.17,497641.5,1514488
147741,2000,0,3,2.0,1738,11487,0,13984.03,180.47,493356.3,1550738
251879,2001,9,4,3.0,3145,14104,1,20547.74,1083.52,598101.2,1554449
173570,2000,0,4,3.0,2168,6090,0,14858.17,2832.1,582260.3,1519745
204314,2003,0,4,2.5,3069,5780,0,20915.38,3295.79,544197.9,1463096
93331,2000,0,3,2.0,1292,5442,0,8551.59,848.86,562710.1,1534377
115346,2000,9,3,2.0,1620,7999,1,15197.89,476.06,584508.6,1535632
140927,2004,0,3,2.0,1624,5781,0,20324.45,1386.46,600329.2,1543751
223326,2001,0,4,3.0,2312,16491,1,15169.97,809.27,485368.6,1525468
108183,2002,33,3,2.0,1379,8442,0,4785.68,392.09,546851.7,1520982
89274,2000,1,3,2.0,1292,7599,0,17442.06,811.64,502851.9,1578573
153663,2004,15,3,2.0,1737,9845,0,18275.52,568.37,507250.8,1584357
326746,2004,18,4,3.0,2720,40683,1,13229.48,261.26,494969.1,1513900
106219,2000,39,3,2.0,1212,10551,0,12224.86,74.36,501591.9,1508636
138649,2004,3,3,2.0,1262,8097,0,10438.82,948.41,524431.3,1563739
77399,2000,20,2,1.0,700,7812,0,2233.8,1132.57,542052.0,1532395
226495,2000,0,4,3.0,2331,12786,1,13806.2,488.88,489525.1,1531147
402069,2004,0,3,2.0,3420,22125,1,25092.5,224.29,616274.6,1543335
240134,2000,10,5,3.0,2552,12683,1,18233.35,214.26,494820.7,1486604
115255,2003,0,3,2.0,1868,5500,0,19848.7,1911.4,469777.8,1534404
120886,2001,0,3,2.0,1625,11723,0,22463.77,633.78,488190.1,1588188
134403,2000,4,3,2.0,1901,5712,0,22895.2,237.24,482377.4,1584901
185405,2002,2,3,2.0,1613,5400,1,21545.77,3623.45,510184.1,1464822
128258,2004,0,2,2.5,1345,1843,0,14401.55,171.06,491374.3,1549673
151820,2000,20,4,2.0,1710,8595,0,8894.0,368.43,549410.9,1556387
203267,2005,9,3,2.0,1332,6236,0,3996.22,1009.01,533839.6,1544175
137392,2001,0,4,2.0,1779,8709,0,11537.97,218.81,497944.6,1539636
153206,2004,20,4,2.0,1650,9375,0,9220.65,2097.1,564891.8,1527569
205404,2000,13,3,2.0,2434,14458,0,11322.16,464.22,501880.6,1513931
124977,2005,15,2,1.0,1120,12252,0,4686.96,619.94,543481.5,1518374
384067,2004,8,5,3.0,2872,21221,1,14825.77,229.76,492292.4,1507485
130840,2001,9,3,2.0,1495,8625,1,16511.76,303.35,498361.8,1571176
63494,2002,41,3,1.0,1142,8159,0,12655.58,878.54,501335.9,1555651
183997,2003,12,5,2.5,2955,13239,0,18646.69,6680.23,525098.8,1470680
223947,2002,0,4,3.0,2895,16027,0,20324.27,285.83,469067.5,1519972
54013,2000,0,4,3.0,3737,10244,0,22061.19,1868.82,605913.6,1517301
90797,2002,27,2,1.0,1350,10506,0,7609.99,464.24,559788.8,1530021
144609,2000,0,3,2.0,1758,8662,0,18651.48,4542.19,517854.0,1472287
117813,2003,7,4,2.0,1706,10800,0,13081.37,323.13,493317.4,1542023
